id	created_at	retweet_count	text	user_id	user_name	user_screen_name	user_followers_count	user_listed_count	user_statuses_count	user_friends_count	user_favourites_count	user_location	user_desc	user_created_at	retweeted_status_id	retweeted_status_created_at	retweeted_status_retweet_count	retweeted_status_text	retweeted_status_user_id
1091532891178307584	2019-02-02 03:04:55	0	1st grade, had her for 2nd grade too! Mrs. Kong was her name, she was Chinese. My introduction into Chinese culture https://t.co/sYo9PyAZol	152143089	Shani Tabia	ShaniDShines	527	8	43545	518	23410	In the middle	CHOOSE LOVE. 	2010-06-05 05:24:00						
1091597211488739328	2019-02-02 07:20:30	0	@Magnus_Fiskesjo one must know well the chinese culture to be not surprised, ask ANY  Uighur, what does it mean to https://t.co/OPU6f7EZP7	1076808851150770176	mkhls.a	mkhls_a	79	1	2006	136	1947	Malmo, Sweden	free & independant Eastern Turkistan. Chinese must go to China!China eradicates Uighurs because of the LAND!	2018-12-23 11:56:51						
1091636167856947200	2019-02-02 09:55:18	0	RT @CloverMoore: It was a wet, but wonderful start to the Lunar New Year. Rain is very auspicious in Chinese culture, its also very good f	586300252	Cheryl Scheffer	CherScheff	3223	103	41984	3815	81204	Sydney Australia.	The poetry of Earth keeps nature's music alive     Author ~Of Songbirds & Seasons~	2012-05-21 06:16:08	1091481253923049472	2019-02-01 23:39:44	7	It was a wet, but wonderful start to the Lunar New Year. Rain is very auspicious in Chinese culture, its also very https://t.co/qiPeG9mFpE	154435961	
1091638182599221249	2019-02-02 10:03:19	0	In Chinese culture, the red lantern is the symbol of booming life, in few days time we are celebrating Chinese New https://t.co/geaIqftTFk	2336309760	Regal Airport Hotel	regalairport	40	1	38	8	18	Hong Kong	Conveniencely located at the Hong Kong Airport with 2 minutes walk from Terminal, great accommodations with guest rooms, meeting and conference facilities	2014-02-10 08:17:05						
1091648410195640322	2019-02-02 10:43:57	0	The most important holiday in Chinese culture around the world is undoubtedly Chinese New Year. The holiday is a we https://t.co/mKu4HwAGKX	947328422803468288	Visit Guangxi-China	VisitGuangxi	25475	5	411	32	7	Guangxi, People's Republic of China	The official Twitter account for Guangxi Travel. We bring you travel ideas, attractions, events, fun facts and everything else about our beautiful destinations!	2017-12-31 04:47:51						
1091700230171422720	2019-02-02 14:09:52	0	RT @htlborobudurjkt: This year is the year of the pig! In Chinese culture, pig is the symbol of wealth. Experience Chinese Lunar New Year h	36349679	Hidayat	Dayat_Tebet	419	64	38159	185	1025	Jakarta City, Indonesia	I'm Just Ordinary Man	2009-04-29 12:53:20	1091674389412642817	2019-02-02 12:27:11	1	This year is the year of the pig! In Chinese culture, pig is the symbol of wealth. Experience Chinese Lunar New Yea https://t.co/F9vIrmA3j8	822683166	
1091675011109322753	2019-02-02 12:29:39	0	Number 88 symbolizes fortune and good luck in Chinese culture. The number 8 is considered to be the luckiest number https://t.co/cHdUJLjCyY	460493740	Laurence Barrett	LaurenceBarrett	1828	42	33450	2019	23653	United Kingdom	Hmm	2012-01-10 20:33:26						
1091736210190553088	2019-02-02 16:32:50	0	RT @junjune97_: This red phoenix eye is considered the ideal shape in Chinese culture; if you are born with it, you are said to have a char	1026249848708911109	Sun  Woof 	LePuppy	226	1	16327	302	53241	Stan tbz, skz and block b	My biggest victory is breathing the same air as Sunwoo. The air here on earth .	2018-08-05 23:33:25	1087886292333936640	2019-01-23 01:34:38	738	This red phoenix eye is considered the ideal shape in Chinese culture; if you are born with it, you are said to hav https://t.co/znwICgSx2y	1012585850536898561	
1091259481613230080	2019-02-01 08:58:29	0	Hiya #scholars! Check out these awesome #essays about #China and #Chinese culture! Best read for the https://t.co/KTRaYCoY6m	995937484885372929	Elena Catalano	elencatalano	385	1	8	401	54	Catania, Sicilia	#Bookblogger, retweeting good books #toread and powerful #quotes.  I'm in love with the desert 	2018-05-14 08:02:54						
1091273059141586944	2019-02-01 09:52:26	0	RT @nctcandles: @ the ppl who r mad about him calling sicheng a (fatty): this term isnt used as an insult in chinese culture. Chinese ppl	734369502717222912	lei	ecchisbomi	39	0	79	70	12		miss bomi step on me please	2016-05-22 13:05:08	1090712486062387200	2019-01-30 20:44:55	1595	@ the ppl who r mad about him calling sicheng a (fatty): this term isnt used as an insult in chinese culture. Chi https://t.co/cI8FGdg6Eh	1033484647957553152	
