id	created_at	retweet_count	text	user_id	user_name	user_screen_name	user_followers_count	user_listed_count	user_statuses_count	user_friends_count	user_favourites_count	user_location	user_desc	user_created_at	retweeted_status_id	retweeted_status_created_at	retweeted_status_retweet_count	retweeted_status_text	retweeted_status_user_id
904954650855661568	2017-09-05 06:29:36	0	RT @forchans: This ain't shade, I'm just educating y'all on my culture, if you want more fun facts about Chinese culture, hit the subscribe	856182716651511808	adelaide	yjhvicton	827	6	10515	107	8830	vcc// a y c r	# # # # 	2017-04-23 16:27:21	904953424764010496	2017-09-05 06:24:44	1	This ain't shade, I'm just educating y'all on my culture, if you want more fun facts about Chinese culture, hit the subscribe button!	533735086	
905067544368693248	2017-09-05 13:58:12	0	[Trivia] Like the rest of her team, Tenten's character seems to draw inspiration from Chinese culture.	1313150640	 1010	Tenten_NIRP	89	2	77067	23	27		{ [V] #RP @NarutoIndo_RP }  9March #TeamGuy #NIRPFamily	2013-03-29 09:14:57						
904944451029569536	2017-09-05 05:49:04	0	Chinese culture is brutal, the Chinese people and the rights of animals and animals have amazing numbness and indifference!	2572155504	ChinaVegan	ChinaVegan	233	3	1423	744	762	Los Angeles, CA	A #Vegan,  #Liberals,  #Humanists, #Cosmopolitanism. 	2014-06-17 04:01:24						
904700325004800000	2017-09-04 13:39:00	0	RT @startrekchina: Now that's interesting! Glad to see Chinese culture represented in DSC https://t.co/6R7LP8vff2	51592727	Thais Alves	yukihina	472	68	65462	1711	811	Sector 001, Alpha Quadrant	Algum que s quer saber mais sobre o mundo. #StarTrekDiscovery #StarTrekIsBack	2009-06-27 23:41:47	904691136622497794	2017-09-04 13:02:29	2	Now that's interesting! Glad to see Chinese culture represented in DSC https://t.co/6R7LP8vff2	3516955153	
904707555884244993	2017-09-04 14:07:44	0	RT @PDChina: #BRICS evening gala distinguished by Chinese culture opens w/ sea-themed performances for the leaders &amp; representat 	3222952025	KALEATH the CREATOR	EinsteinKaleath	1554	75	20776	5000	13456	Detroit	I AM A SCIENTIST AND INVENTIST WITH MAGNIFICENT INVENTIONS TO BE CREATED IN MANY FIELDS ALSO I HAVE MANY MORE TALENTS/SKILLS CALL ON ME,AND IF I SAY,IT SHALL BE	2015-04-30 02:54:11	904697500883447809	2017-09-04 13:27:47	23	#BRICS evening gala distinguished by Chinese culture opens w/ sea-themed performances for the leaders &amp; representat https://t.co/qdCQb0X6r7	303862998	
904702821001506816	2017-09-04 13:48:55	0	RT @PDChina: #BRICS evening gala distinguished by Chinese culture opens w/ sea-themed performances for the leaders &amp; representat 	888648026570579968	Malik Muhammad Umar	MalikMu75216200	33	0	4973	63	3148			2017-07-22 06:32:54	904697500883447809	2017-09-04 13:27:47	17	#BRICS evening gala distinguished by Chinese culture opens w/ sea-themed performances for the leaders &amp; representat https://t.co/qdCQb0X6r7	303862998	
904704058736484352	2017-09-04 13:53:50	0	RT @PDChina: #BRICS evening gala distinguished by Chinese culture opens w/ sea-themed performances for the leaders &amp; representat 	869860358156144641	Michel Angelo Spanio	AngeloSpanio	62	5	1987	1009	0			2017-05-31 10:17:25	904697500883447809	2017-09-04 13:27:47	20	#BRICS evening gala distinguished by Chinese culture opens w/ sea-themed performances for the leaders &amp; representat https://t.co/qdCQb0X6r7	303862998	
904726967341027328	2017-09-04 15:24:52	0	RT @PDChina: #BRICS evening gala distinguished by Chinese culture opens w/ sea-themed performances for the leaders &amp; representat 	187214222	mahesh sharma	mcsharma_25	3155	284	77028	1964	126362	Delhi	   , 24  ,    -         Transforming India in leadership of honorable Prime Minister Modi	2010-09-05 16:03:01	904697500883447809	2017-09-04 13:27:47	28	#BRICS evening gala distinguished by Chinese culture opens w/ sea-themed performances for the leaders &amp; representat https://t.co/qdCQb0X6r7	303862998	
903902740803231744	2017-09-02 08:49:41	0	YES. Chinese culture was basically set dressing in Firefly. Used to love it but I know better now. https://t.co/e7cz8cHpQO	872776485328666624	Alex T.	atankco	52	0	1165	180	1828	Los Angeles, CA	Video Fellow @wearethetempest. Program Coordinator @drbshfoundation. I teach sometimes. Always tired, hungry, & starting new hobbies  () #constantvigilance	2017-06-08 11:25:04						
904807674226909188	2017-09-04 20:45:34	0	I love Chinese culture &amp; people; however its government? The people's republic? Not so much #FreeChina	3187980823	Lynn O'Dalaigh	Truecubbyblue15	829	36	7691	1846	10129	Raytown, MO	ex Chicagoan in Royals country	2015-05-07 16:51:30						
904740699689517056	2017-09-04 16:19:26	0	RT @PDChina: #BRICS evening gala distinguished by Chinese culture opens w/ sea-themed performances for the leaders &amp; representat 	86023955	NAVNEET	navneetsingh18	794	179	13579	1506	21478	India	Faith  , Respect  Peace  & Love  .......Chak de 	2009-10-29 08:48:18	904697500883447809	2017-09-04 13:27:47	29	#BRICS evening gala distinguished by Chinese culture opens w/ sea-themed performances for the leaders &amp; representat https://t.co/qdCQb0X6r7	303862998	
905006559834497024	2017-09-05 09:55:52	0	RT @Helloitskz: @RachelSexual This is why I say the western culture &amp; Chinese culture is very different. We may be cheeky &amp; stuff b 	3598917252	Krystal73|68	RachelSexual	1479	27	40047	62	1324	Australia	 patrick   claudee   daina   Sabina   aidan   Kaze   Kacey   Shienne   19   Asexual-Bisexual   PINK 	2015-09-17 23:29:28	905003059226361856	2017-09-05 09:41:58	1	@RachelSexual This is why I say the western culture &amp; Chinese culture is very different. We may be cheeky &amp; stuff b https://t.co/kC506aYyR0	757128918662979584	
905060515008757761	2017-09-05 13:30:16	0	@mgmg_ff Welcome to the Chinese culture	4410889754	Matcha Mika	matcha_mika	26	2	312	229	1472	Singapore, Ang Mo Kio	Hello () I'm a cosplayer from Singapore |  | FFXV|  |  | Gravity Falls  Reverse Falls | !!! on ICE | Bi | I love Matcha |	2015-11-30 15:15:22						
904111604253331456	2017-09-02 22:39:38	0	RT @MulticulturKids: Chinese Culture for Kids Series: Hungry Ghost Festival and the Ghost Month Meet Halloween an... https://t.co/GDnahtlsp	186468108	mareng_ria	mareng_ria	103	6	1004	174	270		someone who wants to change the world one student at a time	2010-09-03 15:01:28	904056092287791104	2017-09-02 18:59:03	2	Chinese Culture for Kids Series: Hungry Ghost Festival and the Ghost Month Meet Halloween an... https://t.co/GDnahtlspl via @MissPandaChines	1571984054	
904663464257261572	2017-09-04 11:12:32	0	It's the eve of a spirit day in Chinese culture. People are celebrating in honor and gratitude for dead relatives https://t.co/mCOlyiUoYr	770898295858221057	Nattinee B.	chompoonb	88	1	402	339	3397	Bangkok, Thailand	Weekday marketing-communication government worker.  Weekend awkward traveler.  Lazybones in between.  Instagram: chompoonb  mail:bchompoo@gmail.com	2016-08-31 08:17:31						
904353456500207616	2017-09-03 14:40:40	0	So much Chinese culture here in Oslo - you know one variation we did on the ballet class was Chinese fairy doll - my classmate told me ...	745964818134347777	Bayadere	bayadere2016	87	9	16167	66	12297	London, England		2016-06-23 13:00:46						
