id	created_at	retweet_count	text	user_id	user_name	user_screen_name	user_followers_count	user_listed_count	user_statuses_count	user_friends_count	user_favourites_count	user_location	user_desc	user_created_at	retweeted_status_id	retweeted_status_created_at	retweeted_status_retweet_count	retweeted_status_text	retweeted_status_user_id
970029394654846977	2018-03-03 20:13:24	0	RT @yicaichina: Performers at the #SpringFestival Gala for #traditional #Chinese #Culture and Ancient Music https://t.co/O1HulgEKOk #Chines	970023552765366273	drew kothari	drewkothari2	1	0	70	58	0			2018-03-03 19:50:11	969462512897929217	2018-03-02 06:40:49	15	Performers at the #SpringFestival Gala for #traditional #Chinese #Culture and Ancient Music https://t.co/O1HulgEKOk https://t.co/PjBGQlKBaB	714684004495204352	
970034101142003712	2018-03-03 20:32:06	0	RT @yicaichina: Performers at the #SpringFestival Gala for #traditional #Chinese #Culture and Ancient Music https://t.co/O1HulgEKOk #Chines	970031077405446146	patrina slusher	patrinaslusher5	0	0	26	21	0			2018-03-03 20:20:05	969462512897929217	2018-03-02 06:40:49	18	Performers at the #SpringFestival Gala for #traditional #Chinese #Culture and Ancient Music https://t.co/O1HulgEKOk https://t.co/PjBGQlKBaB	714684004495204352	
970049670268547072	2018-03-03 21:33:58	0	RT @yicaichina: Performers at the #SpringFestival Gala for #traditional #Chinese #Culture and Ancient Music https://t.co/O1HulgEKOk #Chines	970044393037221888	victoria griggs	victoriagrigg12	14	0	71	68	0			2018-03-03 21:13:00	969462512897929217	2018-03-02 06:40:49	26	Performers at the #SpringFestival Gala for #traditional #Chinese #Culture and Ancient Music https://t.co/O1HulgEKOk https://t.co/PjBGQlKBaB	714684004495204352	
970244185700872193	2018-03-04 10:26:54	0	Enjoying the China Day at the Chinese Embassy while celebrating traditional Chinese culture and https://t.co/TOgZv5BMjY	1518547741	ACYC 	ACYC_ngo	20933	5	242	2088	335	Australia & China	Australia-China Youth Cooperation Inc. is an NGO focus on young people & their exchange from both culture backgrounds. ACYC's motto - Luvenes et Libertas 	2013-06-15 05:50:21						
970143613823762432	2018-03-04 03:47:16	0	The Chinese culture (in terms of marriage) highly values finding someone who can make your daughters life better.	203792375	mdeezyy	michellypants	237	1	2204	280	12698	so.cal	dude where are the cookies  CSUN 	2010-10-17 04:23:04						
970154955494514688	2018-03-04 04:32:20	0	The Chinese restaurants on Dixon Street feel like a homage to 70s-80s Chinese culture in Australia	14205646	Snarky Platypus	SnarkyPlatypus	2277	140	228994	483	1269	The Ivory Tower of Snark	The Monotremification of the Zeitgeist. Identity politics, geopolitics, Australian politics, women's basketball and tennis, pop music	2008-03-24 05:06:42						
970177012903051264	2018-03-04 05:59:59	0	Though many people around the world enjoy Chinese culture, China's rise has aroused peoples suspicions in some cou https://t.co/bvE1caSD2b	49616273	Global Times	globaltimesnews	488049	1939	75746	450	69	Bejing, China	China's national English language newspaper, under the People's Daily. Apps: http://bit.ly/1UEg2hp	2009-06-22 12:41:39						
969990530443759617	2018-03-03 17:38:58	0	@SLSmith000 Think how much older the Chinese culture is as compared to Western culture... and we think we can figur https://t.co/rSACQDJwTB	745740062	Julie Engler	JENGLER1	188	3	6234	224	4225	Indiana	NOT connected to or related to in any way whatsoever to a political family in MI by the same last name.This is 100% true & 100% verifiable.	2012-08-08 18:51:39						
969987380403998720	2018-03-03 17:26:27	0	RT @yicaichina: Performers at the #SpringFestival Gala for #traditional #Chinese #Culture and Ancient Music https://t.co/O1HulgEKOk #Chines	969980248120025088	georgiana meyer	venerwcy	0	0	3	41	0		ProudMuslim from Turkey, i love bein on twitter cos i have so many prciouspeople here.. Interior Architect To Be	2018-03-03 16:58:07	969462512897929217	2018-03-02 06:40:49	2	Performers at the #SpringFestival Gala for #traditional #Chinese #Culture and Ancient Music https://t.co/O1HulgEKOk https://t.co/PjBGQlKBaB	714684004495204352	
970309473582616576	2018-03-04 14:46:20	0	The yellow one is so pretty and I love chinese culture (it inspired her dress) https://t.co/3iRnc8i1fF	2222522223	gabriel ama LOO	taeyeontario	5259	5	30997	3916	8047	Hawkins, Indiana	Ningum  maior que Deus e Kim Lip	2013-12-13 01:27:53						
970179118997344256	2018-03-04 06:08:21	0	RT @globaltimesnews: Though many people around the world enjoy Chinese culture, China's rise has aroused peoples suspicions in some countr	885205735700701184	Timothy Larry	TimothyLarry7	69	1	10828	380	10708			2017-07-12 18:34:28	970177012903051264	2018-03-04 05:59:59	2	Though many people around the world enjoy Chinese culture, China's rise has aroused peoples suspicions in some cou https://t.co/bvE1caSD2b	49616273	
970301169191931904	2018-03-04 14:13:20	0	RT @AZChinese: Supporting a nice #chinese #restauraant to fight with the #unlawful #landlord at #Chinese #culture #center. #hotpot #style Y	37205649	Lisa Chow	ChowDance	341	2	290	1157	177	Arizona	I live and breathe dance, music and art.	2009-05-02 14:29:34	970022163292995584	2018-03-03 19:44:40	4	Supporting a nice #chinese #restauraant to fight with the #unlawful #landlord at #Chinese #culture #center. #hotpot https://t.co/azMy2kqDeu	701223521402249216	
970380386986438656	2018-03-04 19:28:07	0	[Trivia] Like the rest of her team, Tenten's character seems to draw inspiration from Chinese culture.	1313150640	 1010	Tenten_NIRP	92	2	85699	23	27		{ [V] #RP @NarutoIndo_RP }  9March #TeamGuy #NIRPFamily	2013-03-29 09:14:57						
970444639537778688	2018-03-04 23:43:26	0	@GOP But to tell the truth,Green Hat doesn't have a good meaning in Chinese Culture	955672877839237120	ASY	ASY59417423	1	0	1	55	0			2018-01-23 05:25:44						
970702471688605697	2018-03-05 16:47:58	0	@wIEBeBPbIA25yFZ @HuXijin_GT Chinese people and Chinese culture are amazing, hard-working, intelligent, and they ne https://t.co/Bbn0357FFB	954961645205377024	China Enlightened	chinaenlighten	105	1	1197	164	1071		  An enlightening and humorous look at China and the relationship between China & the rest of the world.	2018-01-21 06:19:33						
970816678077583360	2018-03-06 00:21:47	0	RT @GiginaLong: Stop by and make some cultural crafts! Learn about the importance of dragons in Chinese culture (fun fact - my last name me	2269221812	NYSATA Region 3	NYSATA3	57	1	392	53	311		NYSATA Region 3- Art educators covering CNY and NNY! http://www.nysata.org	2013-12-30 18:09:22	969909539905695744	2018-03-03 12:17:09	2	Stop by and make some cultural crafts! Learn about the importance of dragons in Chinese culture (fun fact - my last https://t.co/SkqqXFt0xM	316839892	
971660416274370561	2018-03-08 08:14:30	0	Can't wait for the Chinese culture to take over so we can use Frogs as bride price https://t.co/BEcQXLaRv1	761207919304142848	Afrikan Star	demas_kutosi	1144	3	9039	1017	9629	UGANDAWIDE	God is always listening. Don't stop Praying                                                                     Luke 1:37	2016-08-04 14:31:25						
970911687510339585	2018-03-06 06:39:19	0	Celebrate the #YearOfTheDog at #PolyU! Students got a taste of #ChineseCulture through a variety of performances an https://t.co/0n6I2CGw8X	97343565	The Hong Kong Polytechnic University (PolyU)	HongKongPolyU	10899	226	4309	369	2166	Hong Kong	Official account of The Hong Kong Polytechnic University (#PolyU). Find us on Facebook, Instagram & YouTube @HongKongPolyU	2009-12-17 02:37:43						
972367698851180545	2018-03-10 07:04:59	0	In the Chinese culture, there's a rabbit god who manages the love and sex between homosexuals named men. Tu Er Shen.	1460380291	Vemshnub	Vemshnub	7652	171	1217561	43	0		Proud owner of the @Vemshnub twitter account, tweeting since May 2013. FLAT EARTHER !!! The globe is actually flat + stationary - Nasa is lying 	2013-05-26 18:43:16						
971317577799610373	2018-03-07 09:32:11	0	Hey. All the Girls.  Happy Girl's Day!! the day before  #WomensDay  is girl's day according to #Chinese #culture https://t.co/KnymTDF35E	4887241591	Asia Internship	asia_internship	211	38	738	677	181	Asia	The journey of a thousand miles begins with a single step.   Lao Tzu	2016-02-10 08:59:25						
971369747513307137	2018-03-07 12:59:29	0	RT @mundolore_app: Shanghai is a great place to experience traditional Chinese culture combined with modern, high-tech life.  In this post,	387823358	Johanna DeVere	JohannaDeVere	3116	185	38741	3028	30138	Ballina, Co Mayo, Ireland	Animal lover, hates cruelty to either humans or animals! Loves nature and our world. Have dogs and love horses.	2011-10-09 18:42:32	971315355594493956	2018-03-07 09:23:21	1	Shanghai is a great place to experience traditional Chinese culture combined with modern, high-tech life.  In this https://t.co/iPr8XVaobl	851459340590608384	
970035116394274816	2018-03-03 20:36:08	0	RT @yicaichina: Performers at the #SpringFestival Gala for #traditional #Chinese #Culture and Ancient Music https://t.co/O1HulgEKOk #Chines	970033972972589058	yan stephane	yanstephane3	0	0	3	31	0			2018-03-03 20:31:36	969462512897929217	2018-03-02 06:40:49	21	Performers at the #SpringFestival Gala for #traditional #Chinese #Culture and Ancient Music https://t.co/O1HulgEKOk https://t.co/PjBGQlKBaB	714684004495204352	
970969276155703297	2018-03-06 10:28:09	0	[Trivia] Like the rest of her team, Tenten's character seems to draw inspiration from Chinese culture.	1313150640	 1010	Tenten_NIRP	92	2	85777	23	27		{ [V] #RP @NarutoIndo_RP }  9March #TeamGuy #NIRPFamily	2013-03-29 09:14:57						
971673645906087936	2018-03-08 09:07:04	0	RT @demas_kutosi: Can't wait for the Chinese culture to take over so we can use Frogs as bride price https://t.co/BEcQXLaRv1	329661905	theycallme_KAPCHIN	thisis_kapchin	277	1	3739	811	828	Kampala, Uganda	Commercial stage Emcee | Sports| Believer of The Almighty | Libra | Administrator | Team builder| Passionate freelance photographer..	2011-07-05 12:46:22	971660416274370561	2018-03-08 08:14:30	4	Can't wait for the Chinese culture to take over so we can use Frogs as bride price https://t.co/BEcQXLaRv1	761207919304142848	
971661490817249280	2018-03-08 08:18:46	0	RT @Best_of_Tara: The magic of numbers in the Chinese culture https://t.co/dYO9IyVOZ0 #China #Travel https://t.co/T0nWa0FDkP	33841072	My Life is a Journey	monicazyoung	31887	1288	192157	17832	87	Los Angeles, CA	Working mom, wife, with a crazy schedule. Lifestyle Blogger. Co-founder of the #Muylatinas Network, Member of the Mamavation community since 2011	2009-04-21 07:18:03	971660593517166592	2018-03-08 08:15:12	2	The magic of numbers in the Chinese culture https://t.co/dYO9IyVOZ0 #China #Travel https://t.co/T0nWa0FDkP	24875063	
971576987851677697	2018-03-08 02:42:59	0	My favorite part of the Chinese culture is the Chinese New Year. I love the story behind it, and it gives more mean https://t.co/eizUBEuIbs	771413876827193344	Maya Schwartz	MayaMschwartz20	10	0	10	29	303			2016-09-01 18:26:15						
971355033324412929	2018-03-07 12:01:01	0	RT @scarlettent: #NewArtistProfile #WeAreGlobal . A #pop #singer passionate about the #Chinese culture and lifestyle, our artist has won ma	777784679407558656	Raaj Narayan	raaj_narayan	1205	23	12906	5002	20938	Mumbai, India	Singer and Musician. 25 Years in Hindi and Gujrati Music Industry. I'm know Dandiya King in Mumbai	2016-09-19 08:21:33	971354791216599040	2018-03-07 12:00:03	1	#NewArtistProfile #WeAreGlobal . A #pop #singer passionate about the #Chinese culture and lifestyle, our artist has https://t.co/vLucoD24Ua	195884923	
972360799069941760	2018-03-10 06:37:34	0	RT @SCS_Disputes: @sethmoulton on CI Ample opportunities and avenues exist to learn about the rich, historic Chinese culture/language thro	3224540611	Michael Ron Bowling	mrbcyber	3233	123	10584	3998	22670	Albuquerque, NM	I post about cyber security and Hybrid warfare the covert combination of  economic psychological criminal and information war primarily from China	2015-05-23 18:17:49	972308519566245889	2018-03-10 03:09:50	3	@sethmoulton on CI Ample opportunities and avenues exist to learn about the rich, historic Chinese culture/languag https://t.co/CBTQF0nviS	800883578770857984	
972455814366560262	2018-03-10 12:55:08	0	In the Old Temple#Chinese culture# https://t.co/Ba5ojfhoGy	972454092466343942	Nasa liu	liu_nasa	0	0	1	104	1	, 	Chengdu gang	2018-03-10 12:48:17						
970902678355283968	2018-03-06 06:03:31	0	@ROYALMRBADNEWS And standing Chinese culture the ruler sits or those in charge so who is in charge of NK	935724321938518016	Joy Wilson	smileygurl56	954	2	16534	1240	7440			2017-11-29 04:17:18						
973824107195269120	2018-03-14 07:32:14	0	@E75sM0zGBIkTtFf @AndrewSErickson That's the sick Chinese culture. China is a nation based on violence and lies. Yo https://t.co/SywYufhzJH	905466071188103170	James L. Winner	JamesLoveWinner	30	0	615	212	97	Solar System	Graduated from Parking University, Independent Scholar on IR and Political Science. Love nature and God.	2017-09-06 16:21:48						
973733582270271493	2018-03-14 01:32:31	0	RT @FeastofFireLiv: #FeastOfFireLiv Flames from the Dragon: A night to explore Chinese culture on Sunday March 25th, from fusion to hip hop	965254819	Shequality Mag	ShequalityMatte	9622	357	81607	9521	23268	Liverpool	SHEquality Mag 4 women by women.Creating a platform 4 DiverseHER Voices. @SheQualiVersity project.   sqmbizmaguk@gmail.com @TraceyHylton https://t.co/maZ8Yrcwc1	2012-11-23 00:53:48	972487342966571008	2018-03-10 15:00:25	8	#FeastOfFireLiv Flames from the Dragon: A night to explore Chinese culture on Sunday March 25th, from fusion to hip https://t.co/LCtyDZWAAP	939090922360406016	
973656205406085122	2018-03-13 20:25:03	0	RT @adam_elfarisse: @txylordank @ggab_riella i dont know about you, but when i look up chinese culture, this is what pops up. were not	3327236281	OG Lettuce	txylordank	323	0	1473	309	5204		boolin on a budget	2015-08-23 20:49:00	973653099301646336	2018-03-13 20:12:43	2	@txylordank @ggab_riella i dont know about you, but when i look up chinese culture, this is what pops up. were https://t.co/Rirym4YJQR	746525763994693636	
973394330244255744	2018-03-13 03:04:27	0	In the Chinese culture, there's a rabbit god who manages the love and sex between homosexuals named men. Tu Er Shen.	1460380291	Vemshnub	Vemshnub	7618	171	1221613	43	0		Proud owner of the @Vemshnub twitter account, tweeting since May 2013. FLAT EARTHER !!! The globe is actually flat + stationary - Nasa is lying 	2013-05-26 18:43:16						
972969820353433600	2018-03-11 22:57:36	0	@HarnserAssoc Patience the heron as that is what the heron represents to the Chinese culture. 	617007707	Hayley Payne 	hayleyayla	347	5	8722	3368	1828	Lincolnshire	Holistic Therapist, Herbalist, lover of historical fantasy, all things Scottish, love drumming, Pagan, crazy and witty and lover of all kinds of Gin!!!	2012-06-24 10:49:35						
972938354600960001	2018-03-11 20:52:34	0	RT @Shomicita: @martinologunja @_ditaxo I respect Chinese culture and find its history interesting. Am I mad enough to decide that I should	1268166690	Tayo	Tayloveeeeeeeee	759	23	23705	397	1790	Earth	#NotEasilyBroken. #BlackLivesMatter Find me @otherside25pod	2013-03-14 22:41:33	972931999596994561	2018-03-11 20:27:19	5	@martinologunja @_ditaxo I respect Chinese culture and find its history interesting. Am I mad enough to decide that https://t.co/VEMsKUOOCR	203980351	
972813007624527872	2018-03-11 12:34:29	0	Shen Yun Shows The Magnificent History of Chinese Culture https://t.co/VYisf0A7Yl via @epochtimes	575459758	Aifang	ahe999	5403	25	94172	6167	168	USA      EpochTimes.com	Love God, Heaven and Earth. Live life according to traditional beliefs. Eager to share my soul with you. The long-awaited hope binds us all together on Earth.	2012-05-09 15:42:53						
973238343445102592	2018-03-12 16:44:37	0	RT @IntlD: Colorism is part of the Chinese culture. Black Panther didnt stand a chance over there. https://t.co/Q0k24XbKQD	24806729	E.D. Nix	EDNix	1899	73	149691	1075	13484	On my own two feet	On My Way Home(2011) Higher Earning(2012) Soze(2013)	2009-03-17 00:39:33	973236078982316033	2018-03-12 16:35:37	1	Colorism is part of the Chinese culture. Black Panther didnt stand a chance over there. https://t.co/Q0k24XbKQD	1571272903	
975340700853243904	2018-03-18 11:58:38	0	RT @BritainStand: Multiculturalism will be the death of Britain.   Russia has Russian culture, China has Chinese culture, Mexico has Mexica	3076699892	Jazzy	unicorns88_jazz	3572	113	84652	2703	34456	planet shit 	I love animals, HATE animal abuse,& hunting& islam & halal slaughter,  I'm a sarcastic pescatarian,who believes in heaven,scared of Daleks	2015-03-13 13:16:17	975333608843079680	2018-03-18 11:30:27	6	Multiculturalism will be the death of Britain.   Russia has Russian culture, China has Chinese culture, Mexico has https://t.co/22OqZjbPYU	960133816353525760	
975345310225575937	2018-03-18 12:16:57	0	RT @BritainStand: Multiculturalism will be the death of Britain.   Russia has Russian culture, China has Chinese culture, Mexico has Mexica	2996751639	Kenny P C	KennyPC57	295	2	7458	682	12196	England, United Kingdom		2015-01-24 22:52:04	975333608843079680	2018-03-18 11:30:27	25	Multiculturalism will be the death of Britain.   Russia has Russian culture, China has Chinese culture, Mexico has https://t.co/22OqZjbPYU	960133816353525760	
975404147821465600	2018-03-18 16:10:45	0	Chinese culture is modest and relyable to my understanding. I met some people or ovserved from the distance and they are all modest.	4268847267	Vera Vsevolozhsky	DeltaGammaAlpha	949	11	3001	3077	581	London, England	Currently  a part of EY's Global Innovation group, #Blockchain.  My professional prime interest's as above +#Cryptocurrency #DataScience #Analytics #ML #AI #IoT	2015-11-25 00:25:30						
975413048197419008	2018-03-18 16:46:07	0	RT @BritainStand: Multiculturalism will be the death of Britain.   Russia has Russian culture, China has Chinese culture, Mexico has Mexica	268491995	Adrian Chard	Adey1956	131	1	7539	244	6366			2011-03-18 22:02:38	975333608843079680	2018-03-18 11:30:27	53	Multiculturalism will be the death of Britain.   Russia has Russian culture, China has Chinese culture, Mexico has https://t.co/22OqZjbPYU	960133816353525760	
975358694459285510	2018-03-18 13:10:08	0	RT @randejong: @heartwithyou Thirty years of hard work. It's a joy to embrace Chinese culture but it's hell to see what the CCP does to its	933314525016727552		shibuwodai5204	208	1	6835	194	602		 https://www.guo.media/shibuwodai5204	2017-11-22 12:41:37	975216400422899713	2018-03-18 03:44:43	4	@heartwithyou Thirty years of hard work. It's a joy to embrace Chinese culture but it's hell to see what the CCP does to its people.	2821684163	
975542962691170307	2018-03-19 01:22:21	0	RT @BritainStand: Multiculturalism will be the death of Britain.   Russia has Russian culture, China has Chinese culture, Mexico has Mexica	741634472622297088	Anonymus Persona	AnonymusPersona	613	20	13758	1055	12207	Earth	Proud supporter of Anonymous. Looking to meet other like minded individuals. Hoping to share my knowledge with the #OpNewBloods	2016-06-11 14:13:32	975333608843079680	2018-03-18 11:30:27	130	Multiculturalism will be the death of Britain.   Russia has Russian culture, China has Chinese culture, Mexico has https://t.co/22OqZjbPYU	960133816353525760	
975567096766541825	2018-03-19 02:58:15	0	RT @BritainStand: Multiculturalism will be the death of Britain.   Russia has Russian culture, China has Chinese culture, Mexico has Mexica	227830960	devinecelt	devinecelt	3109	505	269014	1959	4427	Auckland, New Zealand	Irish, passionate , political, animal lover, Celtic FC, St. Louis Blues., Not PC. Owned by a cat. All opinions are my own, don't intend to offend but might.	2010-12-17 23:09:26	975333608843079680	2018-03-18 11:30:27	149	Multiculturalism will be the death of Britain.   Russia has Russian culture, China has Chinese culture, Mexico has https://t.co/22OqZjbPYU	960133816353525760	
972973435621126152	2018-03-11 23:11:58	0	RT @Shomicita: @martinologunja @_ditaxo I respect Chinese culture and find its history interesting. Am I mad enough to decide that I should	237000688	Vagina Dentata	PocketSizeNisa	684	34	143991	351	2507	London, England	Law Graduate. Paralegal. Manga Reader. Amateur Twerker. Super Noodler.  *ENTP*       IG:pocketsizenisa	2011-01-11 21:17:24	972931999596994561	2018-03-11 20:27:19	21	@martinologunja @_ditaxo I respect Chinese culture and find its history interesting. Am I mad enough to decide that https://t.co/VEMsKUOOCR	203980351	
975540894974730240	2018-03-19 01:14:08	0	RT @GrassRoutesPod: NEW #GrassRoutesPodcast Episode 41 | @BohanPhoenix talks Chinese culture in hip-hop, his new project, Jin the MC and Wu	704929920431071232	mr overseas	BohanPhoenix	1006	6	1503	57	1227	overseas	too foreign for here, too foreign for home  loveloveNC  lovelovestudios@gmail.com	2016-03-02 07:22:44	974240510138310656	2018-03-15 11:06:52	3	NEW #GrassRoutesPodcast Episode 41 | @BohanPhoenix talks Chinese culture in hip-hop, his new project, Jin the MC an https://t.co/FEduSjLYbD	882021008382808065	
975557726725115904	2018-03-19 02:21:01	0	RT @BritainStand: Multiculturalism will be the death of Britain.   Russia has Russian culture, China has Chinese culture, Mexico has Mexica	21546203	PA	PlumWdhse	280	21	10079	1202	3570	New York, NY USA	Timshel is THE word.	2009-02-22 04:50:01	975333608843079680	2018-03-18 11:30:27	136	Multiculturalism will be the death of Britain.   Russia has Russian culture, China has Chinese culture, Mexico has https://t.co/22OqZjbPYU	960133816353525760	
975563979937538049	2018-03-19 02:45:52	0	RT @BritainStand: Multiculturalism will be the death of Britain.   Russia has Russian culture, China has Chinese culture, Mexico has Mexica	1351095835	Joseph DeLuca	007cigarjoe	18628	49	58346	19777	55405	U.S.A	President Trump#2A #BlueLivesMatters #MAGA #Brexit #KAG! #WallP/LIFE     #SupportOurTroops #USMCK9 #SpaceForce1 @GenFlynn #GenMattis @RStoneJr	2013-04-14 05:42:14	975333608843079680	2018-03-18 11:30:27	143	Multiculturalism will be the death of Britain.   Russia has Russian culture, China has Chinese culture, Mexico has https://t.co/22OqZjbPYU	960133816353525760	
975503142036140032	2018-03-18 22:44:07	0	RT @BritainStand: Multiculturalism will be the death of Britain.   Russia has Russian culture, China has Chinese culture, Mexico has Mexica	932648218780995584	LadyLexie	LexieA53	146	0	699	387	5090	London England	Truth Prevails	2017-11-20 16:33:57	975333608843079680	2018-03-18 11:30:27	67	Multiculturalism will be the death of Britain.   Russia has Russian culture, China has Chinese culture, Mexico has https://t.co/22OqZjbPYU	960133816353525760	
975503964300021765	2018-03-18 22:47:23	0	@rhondaj123 @LoniLove Yes, there are all kinds of issue within the Chinese culture with self-love and image. Many o https://t.co/cdLcrBDJOh	2688038683	Kenya Kimball	coolk771	51	2	3242	56	382	Wherever my imagination takes me.	Graduated with honors, filmmaker, actress, poet, lover not a fighter. I walk lightly but carry a BIG stick.	2014-07-28 17:57:43						
973084870498021376	2018-03-12 06:34:46	0	RT @Shomicita: @martinologunja @_ditaxo I respect Chinese culture and find its history interesting. Am I mad enough to decide that I should	240339237	Genevive	MsGenevieve_	2344	44	92323	956	9427	London City	Those who sow in tears will reap in joy	2011-01-19 18:03:59	972931999596994561	2018-03-11 20:27:19	29	@martinologunja @_ditaxo I respect Chinese culture and find its history interesting. Am I mad enough to decide that https://t.co/VEMsKUOOCR	203980351	
975063050217668608	2018-03-17 17:35:21	0	@kieronturner95 @_Saeen_ Culture as an idea predates racism. Roman/Egyptian/Chinese culture is/was multi-ethnic w/M https://t.co/03FCmLZym0	931389877513469952	Davis Pruett	journo_Pacifica	41	3	1730	315	2504	Asia	I have lived most of my life outside the US, as a disenfranchised racial minority immigrant--a good part of that time I was also considered an illegal worker.	2017-11-17 05:13:46						
973121725998092288	2018-03-12 09:01:13	0	RT @loveJiangsu: To better inherit and conserve Chinese culture, students in Jiangyin, #Jiangsu Province, can now learn Wuxi opera at schoo	2393623854	Brightstar Education	brightstar_NJXU	355	7	16468	209	152	Jl. Seturan Raya No. 414	Kuliah Dual Degree ke China | Sekolah Bahasa Mandarin ke China | Program Beasiswa Summer dan Winter Camp ke China (Pelajar SMP-SMA-Mahasiswa) | Kursus Mandarin	2014-03-17 02:45:47	973110080307630080	2018-03-12 08:14:57	1	To better inherit and conserve Chinese culture, students in Jiangyin, #Jiangsu Province, can now learn Wuxi opera a https://t.co/pqzgf81Kav	2965327880	
973128507738832896	2018-03-12 09:28:10	0	[Trivia] Like the rest of her team, Tenten's character seems to draw inspiration from Chinese culture.	1313150640	 1010	Tenten_NIRP	93	2	86063	23	27		{ [V] #RP @NarutoIndo_RP }  9March #TeamGuy #NIRPFamily	2013-03-29 09:14:57						
