id	created_at	retweet_count	text	user_id	user_name	user_screen_name	user_followers_count	user_listed_count	user_statuses_count	user_friends_count	user_favourites_count	user_location	user_desc	user_created_at	retweeted_status_id	retweeted_status_created_at	retweeted_status_retweet_count	retweeted_status_text	retweeted_status_user_id
1047027031156936704	2018-10-02 07:34:31	0	RT @zlj517: 6. Chinese Ambassador Yao Jing inaugurated Chinese Window, which will showcase Chinese culture and China-Pakistan cooperation.	1034949582	Diwan Rayan Tahir	diwanrayan1	1765	2	4885	3394	3362		LUMS Graduate. Keen interest in Religious and Political discussion. Google INTELLECTUAL.	2012-12-25 14:58:29	1046842463728603136	2018-10-01 19:21:07	12	6. Chinese Ambassador Yao Jing inaugurated Chinese Window, which will showcase Chinese culture and China-Pakistan c https://t.co/RufUycq4MN	141627220	
1046870063490453505	2018-10-01 21:10:47	0	RT @chinadaily: #ChineseWisdom Autumn in Chinese culture often elicits feelings of sorrow and mourning. Read this Chinese poem about autumn	859701079373627392		cao88cao	501	4	88322	372	29248	  	 Eat melon masses, hope you old driver's care	2017-05-03 09:28:04	1046640857137451008	2018-10-01 06:00:00	55	#ChineseWisdom Autumn in Chinese culture often elicits feelings of sorrow and mourning. Read this Chinese poem abou https://t.co/aTMtIKSKlD	87775422	
1047070337094094855	2018-10-02 10:26:36	0	RT @StAlsCarrig: TY students enjoying the sunshine during todays Kung Fu class as part of their Chinese Culture and Language Module  h	2289933955	Rose Ronan	Cantillonsrose	163	0	1118	503	188	Cork, Ireland 	Legal Secretary	2014-01-13 16:36:37	1046780635992477696	2018-10-01 15:15:26	2	TY students enjoying the sunshine during todays Kung Fu class as part of their Chinese Culture and Language Module https://t.co/GQfo2ICjtx	768206825510604801	
1047423359187914753	2018-10-03 09:49:23	0	@Tinta_Mint The principle behind chores is  highlighted in the Japanese and Chinese culture. The consistency &amp; dedi https://t.co/isV3yAYlxs	1327370083	Aku 	mrfastcharger	540	1	4500	977	4280	Zambia.	Gemini  x Gooner   Is you a real one??	2013-04-04 16:55:03						
1046846830988984322	2018-10-01 19:38:28	0	RT @zlj517: 5. Chinese Ambassador Yao Jing inaugurated Chinese Window, which will showcase Chinese culture and China-Pakistan cooperation.	462645287	Khalil Rahman	khalilraman	352	0	5997	991	15591	Doha, Qatar	  ISI PTI IK~ Respect AllStraightforward SimpleOptimistic SelfMade.	2012-01-13 05:33:40	1046842306933010433	2018-10-01 19:20:30	6	5. Chinese Ambassador Yao Jing inaugurated Chinese Window, which will showcase Chinese culture and China-Pakistan c https://t.co/8TIQIBfSkg	141627220	
1047390673010216961	2018-10-03 07:39:30	0	@EpicStaples @CNN Chinese culture basically revolves around accumulating money. So you can't really blame her for evading taxes.	3964619532	Lone Wolf	nwthelonewolf	69	2	8602	12	2023			2015-10-21 03:04:49						
1046734210290143232	2018-10-01 12:10:57	0	RT @chinadaily: #ChineseWisdom Autumn in Chinese culture often elicits feelings of sorrow and mourning. Read this Chinese poem about autumn	94979487	A V	pickooo	7574	67	368200	396	458	New Delhi, India	AthleteAestheticFitness lover Traveler Interest in Social|Defence|Politics|Sports|Foreign Policy|Information Technology|Digital India|Data Analyst|AI.	2009-12-06 11:04:31	1046640857137451008	2018-10-01 06:00:00	22	#ChineseWisdom Autumn in Chinese culture often elicits feelings of sorrow and mourning. Read this Chinese poem abou https://t.co/aTMtIKSKlD	87775422	
1046737384673398784	2018-10-01 12:23:34	0	RT @chinadaily: #ChineseWisdom Autumn in Chinese culture often elicits feelings of sorrow and mourning. Read this Chinese poem about autumn	974624074742693888		naverqazxsw	148	0	3359	353	10			2018-03-16 12:31:01	1046640857137451008	2018-10-01 06:00:00	28	#ChineseWisdom Autumn in Chinese culture often elicits feelings of sorrow and mourning. Read this Chinese poem abou https://t.co/aTMtIKSKlD	87775422	
1046719190407761923	2018-10-01 11:11:16	0	RT @chinadaily: #ChineseWisdom Autumn in Chinese culture often elicits feelings of sorrow and mourning. Read this Chinese poem about autumn	1007599236769353729	Carmen Garcia	CarmenG43509659	542	0	26422	470	26341		Emprendedora, siguiendo el legado de nuestro comandante Chavez. Todos con Maduro. Socialismo, patria o muerte.	2018-06-15 12:22:33	1046640857137451008	2018-10-01 06:00:00	9	#ChineseWisdom Autumn in Chinese culture often elicits feelings of sorrow and mourning. Read this Chinese poem abou https://t.co/aTMtIKSKlD	87775422	
1046733106709966848	2018-10-01 12:06:34	0	RT @chinadaily: #ChineseWisdom Autumn in Chinese culture often elicits feelings of sorrow and mourning. Read this Chinese poem about autumn	148039780	Liseth	lisethdelugo	1155	0	38886	1058	119	C.Ojeda edo Zulia	casada y feliz de la vida con mi familia! Y mas chavista que nunca apoyo a Nicols Maduro  al 100% no sigo OPOSITORES Y TAMPOCO ACEPTO Q ME SIGAN 	2010-05-25 17:42:17	1046640857137451008	2018-10-01 06:00:00	18	#ChineseWisdom Autumn in Chinese culture often elicits feelings of sorrow and mourning. Read this Chinese poem abou https://t.co/aTMtIKSKlD	87775422	
