id	created_at	retweet_count	text	user_id	user_name	user_screen_name	user_followers_count	user_listed_count	user_statuses_count	user_friends_count	user_favourites_count	user_location	user_desc	user_created_at	retweeted_status_id	retweeted_status_created_at	retweeted_status_retweet_count	retweeted_status_text	retweeted_status_user_id
1037603348554244096	2018-09-06 07:28:10	0	[Trivia] Like the rest of her team, Tenten's character seems to draw inspiration from Chinese culture.	1313150640	 1010	Tenten_NIRP	92	2	94559	23	27		{ [V] #RP @NarutoIndo_RP }  9March #TeamGuy #NIRPFamily	2013-03-29 09:14:57						
1037971487288774656	2018-09-07 07:51:01	0	@obrienatrix @thomashorine I see! I didnt even know about that! Ive been locked into Chinese culture for too long https://t.co/kC3R3LQvRB	1237885568	William #FBPE	whnlaws	813	6	10741	1120	14343	Singapore	Content creator. Author. MA Cantab. Heavy stones fear no weather. OMAM. VP Spore Stage Club. Man Utd. Hate injustice. Stop Brexit!	2013-03-03 05:29:38						
1036482102156566529	2018-09-03 05:12:44	0	Tolerance is the highest value of Chinese culture which distinguished it from other cultures.	4276575322	Ch Pervaiz Elahi (Fan Club)	PervaizElahiPml	21676	19	4157	169	17603	Gujrat	This is Fan Club	2015-11-25 17:12:00						
1037329916948299776	2018-09-05 13:21:39	0	What does the #Moon Symbolise to you?  .  #love #moonfestival #campaign #mooncakes #Chineseculture #Chinese https://t.co/R9DNGSeALx	1026407063503753216	Pyissl	pyissl	163	0	158	790	505	London, England	Welcome to Pyissl!   Pyissl aims  to create a community around silk and fabric design, we organised variety of networking events for designers and customers.	2018-08-06 09:58:08						
1036123810532143104	2018-09-02 05:29:01	0	RT @ChinaDailyUSA: The cultural event Meet China offers local residents in Bern, Switzerland an opportunity to experience #Chineseculture	1019129969618882560	Muhammad Arif	Muhamma89853519	48	0	529	123	836	Punjab, Pakistan		2018-07-17 08:01:34	1036116574837649408	2018-09-02 05:00:16	11	The cultural event Meet China offers local residents in Bern, Switzerland an opportunity to experience https://t.co/j9QbTbV1MS	87775422	
1037334745108160516	2018-09-05 13:40:50	0	@Master_farmers @XHNews Oh he is home ( Belgium ) now. I don't hate Chinese culture food nor people. I just hate co https://t.co/epSqpHThC4	954192640492429312	Edwin Eekelaers	LaoFuZi1971	9	0	845	55	464			2018-01-19 03:23:48						
1037942239433904128	2018-09-07 05:54:48	0	tbh i dont think this movie was about chinese people at all? it says nothing about chinese culture in china but ra https://t.co/uoqX6XoXSz	1141868503	fanypack wuliff	wolveslike2meow	1946	38	151878	220	57810		dazzled by the light that is tiffany young | snsd, tiffany stan, taeny trash | fan fiction + random stuff | http://ask.fm/wolveslike2meow	2013-02-02 08:20:16						
1037963027662950400	2018-09-07 07:17:24	0	In the Chinese culture, there's a rabbit god who manages the love and sex between homosexuals named men. Tu Er Shen.	1460380291	Vemshnub	Vemshnub	7050	174	1444489	57	0	Flat and stationary Earth	!!! FLAT EARTHER !!! The globe is actually flat + stationary - Nasa is lying  All views are my own 	2013-05-26 18:43:16						
1038658748565413888	2018-09-09 05:21:57	0	@_tm3k Just so you know, Dog years are mostly shitty years in Chinese culture; hence the yearly dog meat festival	230428935	Golden 9s	bataviavibe	206	4	2601	642	24247	Honolulu, HI	Cryptotrader & Money Maker	2010-12-25 12:39:27						
1038095206221004800	2018-09-07 16:02:38	0	''if you understand more of chinese culture, you'll know he is an icon of anti bureaucratism. especially when you r https://t.co/fl283lS267	1604049392	Jose Loayza	j_loayza08	61	1	849	142	1568			2013-07-18 18:25:10						
