id	created_at	retweet_count	text	user_id	user_name	user_screen_name	user_followers_count	user_listed_count	user_statuses_count	user_friends_count	user_favourites_count	user_location	user_desc	user_created_at	retweeted_status_id	retweeted_status_created_at	retweeted_status_retweet_count	retweeted_status_text	retweeted_status_user_id
1101728812654444544	2019-03-02 06:19:52	0	RT @BUILDseriesNYC: I wanted to use English to respect the culture of America, and I wanted to share Chinese culture and M-Pop all over th	474755074	Josie	josiwlane	89	0	2175	80	20	selfol.	Lane's parody -94 An intimidating yet sexy person | semi hiat	2012-01-26 09:38:40	1058455883498315776	2018-11-02 20:28:42	11259	I wanted to use English to respect the culture of America, and I wanted to share Chinese culture and M-Pop all ove https://t.co/VRV7LCzSiq	106916931	
1102647088079351808	2019-03-04 19:08:46	0	RT @cwspider: Just a note, in Chinese culture women don't change their last name when they marry. However, they would be greeted with their	588420794	   @JW MADRID *Cries in wangxian*	DarthShizuka	323	16	46764	951	17710	Spain	Illustrator and Audiovisual Translator || MDZS/Voltron/Naruto/Star Wars/BNHA/DBH/Marvel/Overwatch/&others! ESP/ENG/OK! Art account: @ashtelle_art	2012-05-23 16:50:15	1100095367859920897	2019-02-25 18:09:09	110	Just a note, in Chinese culture women don't change their last name when they marry. However, they would be greeted https://t.co/1oqAnHZtpn	842267372	
1102817876296097792	2019-03-05 06:27:25	0	@mdlnxocmpo ROTC might be used to indoctrinate the Chinese culture. It's seems that we are really fast becoming a province of China.	3970081392	Roger Rueda	abound777	2	0	97	14	35			2015-10-21 14:55:58						
1102835496571432961	2019-03-05 07:37:26	0	RT @Hutchyman: #vanre @brentcjang Eight is deemed lucky in Chinese culture, notably for recent arrivals, and the number has been a frequ	783444982417928192	MCGA Make Canada Great Again	yvr2017	349	6	7949	132	4385		I like #BananaRepublic, the store! not what Canada has become :-(	2016-10-04 23:13:34	1102741050114768896	2019-03-05 01:22:08	2	#vanre @brentcjang Eight is deemed lucky in Chinese culture, notably for recent arrivals, and the number has bee https://t.co/viz6udNibS	29771332	
1102871148323311616	2019-03-05 09:59:06	0	RT @LingoYesChinese: Let's learn the Chinese character hu = fire.  presents power, energy, anger, popularity in Chinese culture https:/	998198560255561728	Ting Bu Dong chinese	TBDChinese	192	0	35	610	86	People's Republic of China	Learn Chinese, new videos each week!           https://m.youtube.com/channel/UCLfDeVsNuQt0JFnh1QTJtMw	2018-05-20 13:47:37	1102389638566535174	2019-03-04 02:05:45	7	Let's learn the Chinese character hu = fire.  presents power, energy, anger, popularity in Chinese culture https://t.co/wwrRoPa3XD	938297331438575616	
1102885882300850176	2019-03-05 10:57:39	0	RT @LingoYesChinese: Let's learn the Chinese character hu = fire.  presents power, energy, anger, popularity in Chinese culture https:/	796904714277306372	HISPriMandarin	HISPriMandarin	120	1	194	134	355	HELP International School	HELP International School, Primary Mandarin Department.	2016-11-11 02:37:44	1102389638566535174	2019-03-04 02:05:45	9	Let's learn the Chinese character hu = fire.  presents power, energy, anger, popularity in Chinese culture https://t.co/wwrRoPa3XD	938297331438575616	
1102900239571275776	2019-03-05 11:54:42	0	RT @LingoYesChinese: Let's learn the Chinese character hu = fire.  presents power, energy, anger, popularity in Chinese culture https:/	1102356887264288768	Madly In Mandarin	MadlyinMandarin	24	0	11	222	5		Fall madly in love learning Mandarin! Enchanting activities, Culture  Language tips! Take a peek into Mei Laoshis Chinese Learning World 	2019-03-03 23:55:37	1102389638566535174	2019-03-04 02:05:45	10	Let's learn the Chinese character hu = fire.  presents power, energy, anger, popularity in Chinese culture https://t.co/wwrRoPa3XD	938297331438575616	
1102894015412883456	2019-03-05 11:29:58	0	As Western makers with little to no concept of Chinese culture and embarrassingly (certainly on my part anyway) lit https://t.co/l0oyfEvxGx	34243252	Phil Howard	Gadgetoid	4016	259	55523	933	12677	Sheffield, England	Tech @ http://gadgetoid.com. Software lead @Pimoroni. #bilgetank. @PiPinout maintainer. Everything I tweet is an #ad. Discord: https://discord.gg/8wRN4WB	2009-04-22 11:15:16						
1102720630057852929	2019-03-05 00:01:00	0	Mrs. Reitz's Chinese Culture Club and Honor Society practiced their Chinese calligraphy skills at their recent meet https://t.co/LNFspjWjox	702275869444857858	HalfHollowHillsCSD	OfficialHHHCSD	406	2	2506	279	1153		The official Twitter account of the Half Hollow Hills Central School District.	2016-02-23 23:36:29						
1102329239645368321	2019-03-03 22:05:45	0	I love the chinese culture, the oldest of the world en Kowloon Bay, Hong Kong https://t.co/McEUE0C6DO	968235806	Yuri Alamos Escal - Onassis	YuriAlamosEscal	400	5	2545	3601	5388	Santiago de Chile	Soy Librepensador, Liberal, artista excntrico, cosmopolita; Polglota, Maniqueista. Romntico e idealista. Por esencia pesimista y melanclico.	2012-11-24 15:37:57						
1102317759801655296	2019-03-03 21:20:08	0	In contrast with the clamor of the promotion for Chinese culture, Buddhist temple usually is quiet and peaceful. https://t.co/FKNYMGUdz7	189249660	Zhang Zhe	zhangzhe01	534	0	657	754	41	Richmond, British Columbia	#cdnpoli                                  #vanpoli                                   #richmondBC   #bcpoli   #liberty	2010-09-10 19:35:13						
1102954308671283202	2019-03-05 15:29:33	0	RT @XinhuaTravel: Follow us and discover the traditional Chinese culture!	1101820983034478592	 	aqibbashirahme1	316	0	538	158	458			2019-03-02 12:26:07	1102448532454170625	2019-03-04 05:59:47	6	Follow us and discover the traditional Chinese culture!	1098870327017271296	
1102990266024292353	2019-03-05 17:52:26	0	RT @BUILDseriesNYC: I wanted to use English to respect the culture of America, and I wanted to share Chinese culture and M-Pop all over th	1086663097543208962	Zara	lAjTwcdOHOMOuHm	11	0	3957	57	3653			2019-01-19 16:34:06	1058455883498315776	2018-11-02 20:28:42	11164	I wanted to use English to respect the culture of America, and I wanted to share Chinese culture and M-Pop all ove https://t.co/VRV7LCzSiq	106916931	
1103061078613798912	2019-03-05 22:33:49	0	@GordonGChang No, it is not.  M. Taylor Fravel, a China salesman is trying to sell Chinese culture to the West. Al https://t.co/cZqFgAxvQP	888454518635102208	Born again TINTIN	Tin_Tin_in_Tibt	584	4	1745	56	13906		#Freedom  #PeaceOnEarth   #HumanityFirst  [RT not endorsement]	2017-07-21 17:43:58						
1103358529350430720	2019-03-06 18:15:47	0	Cooking Chinese food at home is an easy way to bring Chinese culture into your life.   In this new blog post, we s https://t.co/QjTcQiWlfX	629194371	Yangyang Cheng	YoyoChinese	5640	112	1991	1033	3278	Los Angeles, CA	http://YoyoChinese.com uses clearly-explained video lessons organized into comprehensive courses to guide anyone to Mandarin fluency. Start today! 	2012-07-07 07:43:48						
1103461127034494976	2019-03-07 01:03:28	0	RT @XinhuaTravel: Follow us and discover the traditional Chinese culture!	113471876	kiriakos ioannou	kdiwavvou	5789	295	358193	2185	306861	thessaloniki	nov-08-2017 chanGed - aLl piCs firstLy likEd & tweetEd- bY addINg /photo/1 tO tHe liNk sTh magIc happeNs - jUst fOr fUn - welcomEd tO amarynthOs tO eAt togethEr	2010-02-11 21:44:20	1102448532454170625	2019-03-04 05:59:47	12	Follow us and discover the traditional Chinese culture!	1098870327017271296	
1103334558576099329	2019-03-06 16:40:32	0	#WednesdayMood  Do you want to study #ChineseCulture #Taijiquan #BaguaZhang  #martialarts? #Read The Tao of Kung Fu https://t.co/m1PyUc9pvp	958406113	Chessfu	MrChessfu	177	52	17670	126	602	mothership	Student of Chinese Internal Martial Arts, Chess player,  US Army -Retired 3rd ACR, Chicagoian White Sox, Da Bears, Da Bulls, Can't stand the  Cubs, Southern U.	2012-11-19 20:11:58						
1103558212886892544	2019-03-07 07:29:15	0	RT @XinhuaTravel: Follow us and discover the traditional Chinese culture!	767631599932432388	Enoch	Rubne6	271	5	1895	1816	2057	Lagos, Nigeria	News	2016-08-22 07:56:50	1102448532454170625	2019-03-04 05:59:47	18	Follow us and discover the traditional Chinese culture!	1098870327017271296	
1103733954220302341	2019-03-07 19:07:35	0	RT @XinhuaTravel: Follow us and discover the traditional Chinese culture!	1103716699096993798	Thomas Xzander	TXzander	0	0	5	55	6	Florida, USA	expect the best of me because I fly high as a bird 	2019-03-07 17:59:01	1102448532454170625	2019-03-04 05:59:47	21	Follow us and discover the traditional Chinese culture!	1098870327017271296	
1103444282948628480	2019-03-06 23:56:32	0	The Jackie chan cartoon where he uses talismans to find his foes was my first exposure to Chinese culture	1088534013722181632	DSA Strangler 	Mormonfather	131	0	3103	153	2810		No girls on this account men only!!!	2019-01-24 20:28:27						
1103431654037688321	2019-03-06 23:06:21	0	hmm debating whether or not i should go to the chinese culture night the building's on the other side of campus tho	979200216011280384	flav	crazywayv	298	31	19600	181	324	she/they	[chanting in increasing volume] ZHONG CHENLE ZHONG CHENLE ZHONG CHENLE ZHONG CHENLE	2018-03-29 03:34:58						
1103825700048588801	2019-03-08 01:12:09	0	A talk about the photobook  in HOME 9+1 Chinese Culture  A Contemporary Photo Exhibition in Maranatha Christian Uni https://t.co/1quT7l7Def	2282456250	Shamow'el Rama Surya	sramasurya	11	0	132	215	6	Jakarta Capital Region	Photographer based in Jakarta, Indonesia. I published 3 photobooks. @sramasurya (Instagram)	2014-01-08 17:44:37						
1103875032625799170	2019-03-08 04:28:11	0	RT @XinhuaTravel: Follow us and discover the traditional Chinese culture!	1102845967391444993	Puffy_Trends	PuffyTrends	67	0	470	33	359		Entrepreneur	2019-03-05 08:19:03	1102448532454170625	2019-03-04 05:59:47	26	Follow us and discover the traditional Chinese culture!	1098870327017271296	
1104490086119354368	2019-03-09 21:12:11	0	Food and family is the core of Chinese culture, nothing else matters  https://t.co/9E2GdUf5rp	65172298	Carl Zha	CarlZha	13687	203	33851	460	5219		Random trivia generator, tweet about everything Chinese, also run a podcast about China, US-China Great Power competition, history of Empires, past and present.	2009-08-12 21:47:47						
1104482485910540288	2019-03-09 20:41:59	0	RT @StefanMolyneux: Muslims took tens of millions of black and white slaves, most of them killed/died.  Chinese culture stagnated for thous	879761434481238018	Dietmar Rheeder-Klei	realDietmar	82	1	2023	83	7765	Cape Town, South Africa	Entrepreneur and Small business owner.	2017-06-27 18:00:45	1104106551151779840	2019-03-08 19:48:09	797	Muslims took tens of millions of black and white slaves, most of them killed/died.  Chinese culture stagnated for t https://t.co/OiR1QP1Xsi	313038011	
1104115748849381376	2019-03-08 20:24:42	0	RT @StefanMolyneux: Muslims took tens of millions of black and white slaves, most of them killed/died.  Chinese culture stagnated for thous	939682855373873152	Karen Williams	KarenWi151515	124	1	2594	112	11184		humanitarian, teacher, chronic fatigue syndrome recipient, defender of goodness, truth & my culture. could not live without a cuppa.	2017-12-10 02:27:05	1104106551151779840	2019-03-08 19:48:09	149	Muslims took tens of millions of black and white slaves, most of them killed/died.  Chinese culture stagnated for t https://t.co/OiR1QP1Xsi	313038011	
1104556029050802178	2019-03-10 01:34:13	0	Chinese culture is rooted at home and spread throughout the whole world, Wu Weishan, a member of CPPCC and also a f https://t.co/DAVVIHkAHD	850088808313913344	Alberto cabrera	AlbrtSv	456	0	17472	148	30	Santa Ana, El Salvador	Poltica, deportes , modelaje , reportero freelance Internacional.	2017-04-06 20:52:20						
1104247404046491648	2019-03-09 05:07:51	0	RT @StefanMolyneux: Muslims took tens of millions of black and white slaves, most of them killed/died.  Chinese culture stagnated for thous	1003635543983509504	Ignat Chagov	FattiBruti	174	4	82	83	1233		If you have a garden and a library, you have everything you need. Cicero...And I have also a dog!	2018-06-04 13:52:15	1104106551151779840	2019-03-08 19:48:09	535	Muslims took tens of millions of black and white slaves, most of them killed/died.  Chinese culture stagnated for t https://t.co/OiR1QP1Xsi	313038011	
1104284544608423936	2019-03-09 07:35:26	0	RT @StefanMolyneux: Muslims took tens of millions of black and white slaves, most of them killed/died.  Chinese culture stagnated for thous	4248471437	nikolopoulos	sarantisn	1379	31	114972	999	218089	Patra, Greece born in Toronto 	Aristotles promise is this: if you want a virtue, act as if you already have it and then it will be yours.Change comes through action. Act first, then become	2015-11-22 09:03:20	1104106551151779840	2019-03-08 19:48:09	581	Muslims took tens of millions of black and white slaves, most of them killed/died.  Chinese culture stagnated for t https://t.co/OiR1QP1Xsi	313038011	
1104577244293406720	2019-03-10 02:58:31	0	RT @ChinaDaily: The #PalaceMuseum will work with the Bank of China (BOC) to promote Chinese culture, according to a strategic cooperation a	1060634173151567873	GTRS 	MCCTURK	71	0	293	512	230		GODZILLA 	2018-11-08 20:44:27	1104577073270661120	2019-03-10 02:57:50	3	The #PalaceMuseum will work with the Bank of China (BOC) to promote Chinese culture, according to a strategic coope https://t.co/qGDwlFxuNV	87775422	
1104572039002800128	2019-03-10 02:37:50	0	RT @XinhuaTravel: Follow us and discover the traditional Chinese culture!	1095345785976377345	Eliberto Pizarro	ElibertoPizarr1	77	0	294	163	322	Guayas, Ecuador	I Love Pandasss.........	2019-02-12 15:36:00	1102448532454170625	2019-03-04 05:59:47	45	Follow us and discover the traditional Chinese culture!	1098870327017271296	
1104297542643269632	2019-03-09 08:27:05	0	RT @StefanMolyneux: Muslims took tens of millions of black and white slaves, most of them killed/died.  Chinese culture stagnated for thous	924199174131847168	Count Silvius	CountSilvius	204	0	33142	409	75782		Sept cavaliers quittrent la ville au crpuscule par la porte de l'Ouest qui n'tait plus garde...	2017-10-28 09:00:28	1104106551151779840	2019-03-08 19:48:09	587	Muslims took tens of millions of black and white slaves, most of them killed/died.  Chinese culture stagnated for t https://t.co/OiR1QP1Xsi	313038011	
1104326692921884672	2019-03-09 10:22:55	0	RT @StefanMolyneux: Muslims took tens of millions of black and white slaves, most of them killed/died.  Chinese culture stagnated for thous	1080806417588801536	dubz77	John40686280	27	0	485	43	976	United Gnostic States of The Rothschilds and Rockefellers.	#anti-Bolshevism #anti-Capitalism international finance are two sides of the same coin.  Numbers are alive, memes are real, bankers use them to lie and steal.	2019-01-03 12:41:45	1104106551151779840	2019-03-08 19:48:09	613	Muslims took tens of millions of black and white slaves, most of them killed/died.  Chinese culture stagnated for t https://t.co/OiR1QP1Xsi	313038011	
1104332020241571840	2019-03-09 10:44:05	0	RT @StefanMolyneux: Muslims took tens of millions of black and white slaves, most of them killed/died.  Chinese culture stagnated for thous	797269408410439680	NawtyByNature	bynaturenawty	187	0	3726	165	16570	South Africa	Just an ordinary guy, living an extraordinary life	2016-11-12 02:46:54	1104106551151779840	2019-03-08 19:48:09	616	Muslims took tens of millions of black and white slaves, most of them killed/died.  Chinese culture stagnated for t https://t.co/OiR1QP1Xsi	313038011	
1104352526017724416	2019-03-09 12:05:34	0	RT @StefanMolyneux: Muslims took tens of millions of black and white slaves, most of them killed/died.  Chinese culture stagnated for thous	1066686662594449408	DlMcfail	DlMcfail	41	0	1135	202	1055	Colorado, USA	Navy Veteran (CTO), recovered homeless, happily married father of 3. Going to school for Economics and Accounting. Artist and political minded. Ex body builder	2018-11-25 13:34:53	1104106551151779840	2019-03-08 19:48:09	636	Muslims took tens of millions of black and white slaves, most of them killed/died.  Chinese culture stagnated for t https://t.co/OiR1QP1Xsi	313038011	
1104389217080139776	2019-03-09 14:31:22	0	RT @StefanMolyneux: Muslims took tens of millions of black and white slaves, most of them killed/died.  Chinese culture stagnated for thous	769473947645587456	Killswitch	acaciarojokidd	433	2	4177	408	13679		Identitarian. 23	2016-08-27 09:57:40	1104106551151779840	2019-03-08 19:48:09	686	Muslims took tens of millions of black and white slaves, most of them killed/died.  Chinese culture stagnated for t https://t.co/OiR1QP1Xsi	313038011	
1104396451738660864	2019-03-09 15:00:07	0	RT @StefanMolyneux: Muslims took tens of millions of black and white slaves, most of them killed/died.  Chinese culture stagnated for thous	253773734	John Loxley Griffin	Multnomahirregu	506	17	23592	1813	3400	Portland Oregon	Deep Roots	2011-02-17 23:09:12	1104106551151779840	2019-03-08 19:48:09	695	Muslims took tens of millions of black and white slaves, most of them killed/died.  Chinese culture stagnated for t https://t.co/OiR1QP1Xsi	313038011	
1104422021163876353	2019-03-09 16:41:43	0	RT @StefanMolyneux: Muslims took tens of millions of black and white slaves, most of them killed/died.  Chinese culture stagnated for thous	849787919703343105	Gregory Schadewald	gschady1	229	1	4599	441	3691			2017-04-06 00:56:43	1104106551151779840	2019-03-08 19:48:09	724	Muslims took tens of millions of black and white slaves, most of them killed/died.  Chinese culture stagnated for t https://t.co/OiR1QP1Xsi	313038011	
1104448902420406279	2019-03-09 18:28:32	0	RT @StefanMolyneux: Muslims took tens of millions of black and white slaves, most of them killed/died.  Chinese culture stagnated for thous	1040630795642261504	Alt Right Lad	LaddBritish	201	1	905	497	752	North East, England	New account would appreciate a follow 18. #WhiteNationalist #AltRight #ProWhite	2018-09-14 15:58:10	1104106551151779840	2019-03-08 19:48:09	755	Muslims took tens of millions of black and white slaves, most of them killed/died.  Chinese culture stagnated for t https://t.co/OiR1QP1Xsi	313038011	
1104436416115867649	2019-03-09 17:38:55	0	RT @StefanMolyneux: Muslims took tens of millions of black and white slaves, most of them killed/died.  Chinese culture stagnated for thous	1068567008449634305	CrimeandPunishment	DostoevskyFan	212	0	1821	241	3793	On an international banker's puppet government's watch list.	 The most important thing we can do in life is pursue truth. Truth is where God resides. Ease the cross of the virtuous, chastise the enemy. John 14: 17-19	2018-11-30 18:06:42	1104106551151779840	2019-03-08 19:48:09	739	Muslims took tens of millions of black and white slaves, most of them killed/died.  Chinese culture stagnated for t https://t.co/OiR1QP1Xsi	313038011	
1104516518249984001	2019-03-09 22:57:13	0	An intelligent calendar that celebrates the contemporary and traditional aspects Chinese culture, by Youli Youjie https://t.co/q8JtXd9pwx	734578812126650371	Angular Programming	angularprogram	2264	57	7146	2147	357	Canada	Here to share events, tutorials, courses... related to #AngularJS #javascript #angular #angular2 #webdev #development #code #programming	2016-05-23 02:56:51						
1104480292629295109	2019-03-09 20:33:16	0	RT @StefanMolyneux: Muslims took tens of millions of black and white slaves, most of them killed/died.  Chinese culture stagnated for thous	1061082559847825409	WASP	altwasp	86	0	5929	162	9342	The Country FKA America 	Equality is a False God	2018-11-10 02:26:11	1104106551151779840	2019-03-08 19:48:09	786	Muslims took tens of millions of black and white slaves, most of them killed/died.  Chinese culture stagnated for t https://t.co/OiR1QP1Xsi	313038011	
1104485069689892864	2019-03-09 20:52:15	0	RT @StefanMolyneux: Muslims took tens of millions of black and white slaves, most of them killed/died.  Chinese culture stagnated for thous	755266896	Bristol Common Sense	BristolComSense	3989	115	162242	4866	22310	Kaaba, Mecca, Saudi Arab	Science, History, Politics, Hate Marxism/Socialism, Crude, Cutting, Rude, Patriotic, Cynical, Silly, Drunk Tweeter, Horse Whisperer.	2012-08-13 14:43:32	1104106551151779840	2019-03-08 19:48:09	814	Muslims took tens of millions of black and white slaves, most of them killed/died.  Chinese culture stagnated for t https://t.co/OiR1QP1Xsi	313038011	
1104480275776655370	2019-03-09 20:33:12	0	RT @StefanMolyneux: Muslims took tens of millions of black and white slaves, most of them killed/died.  Chinese culture stagnated for thous	971016234538999813	Baba Yega	DixieRedPill	55	0	3603	196	154	That which is mine	Focus. Commitment. Sheer Will.	2018-03-06 13:34:45	1104106551151779840	2019-03-08 19:48:09	785	Muslims took tens of millions of black and white slaves, most of them killed/died.  Chinese culture stagnated for t https://t.co/OiR1QP1Xsi	313038011	
1104302877957337088	2019-03-09 08:48:17	0	RT @StefanMolyneux: Muslims took tens of millions of black and white slaves, most of them killed/died.  Chinese culture stagnated for thous	4697999605	arvfm8792  HEMAbear	arvfm8792	144	2	5915	316	10512	Rhineland, Americana	arvfm8792	2016-01-02 18:59:18	1104106551151779840	2019-03-08 19:48:09	593	Muslims took tens of millions of black and white slaves, most of them killed/died.  Chinese culture stagnated for t https://t.co/OiR1QP1Xsi	313038011	
1104287543808442368	2019-03-09 07:47:21	0	RT @StefanMolyneux: Muslims took tens of millions of black and white slaves, most of them killed/died.  Chinese culture stagnated for thous	1285061616	Haywood Jablome	Ancientengineer	264	2	12695	186	17285		intermittently shadow banned for wrongthink & always committing a face crime. not a sensitive soul-Murphy's Laws of combat encode much ancient & hard won wisdom	2013-03-21 04:47:53	1104106551151779840	2019-03-08 19:48:09	584	Muslims took tens of millions of black and white slaves, most of them killed/died.  Chinese culture stagnated for t https://t.co/OiR1QP1Xsi	313038011	
1104482024725704704	2019-03-09 20:40:09	0	RT @StefanMolyneux: Muslims took tens of millions of black and white slaves, most of them killed/died.  Chinese culture stagnated for thous	54011034	karen watson	katinaleen	207	1	13918	163	1864			2009-07-05 21:24:53	1104106551151779840	2019-03-08 19:48:09	795	Muslims took tens of millions of black and white slaves, most of them killed/died.  Chinese culture stagnated for t https://t.co/OiR1QP1Xsi	313038011	
1104467000724578304	2019-03-09 19:40:27	0	RT @StefanMolyneux: Muslims took tens of millions of black and white slaves, most of them killed/died.  Chinese culture stagnated for thous	634127491	Lyndia Edwards	LyndaE222	1638	260	479008	581	79389			2012-07-12 23:15:11	1104106551151779840	2019-03-08 19:48:09	778	Muslims took tens of millions of black and white slaves, most of them killed/died.  Chinese culture stagnated for t https://t.co/OiR1QP1Xsi	313038011	
1104456716459130881	2019-03-09 18:59:35	0	RT @StefanMolyneux: Muslims took tens of millions of black and white slaves, most of them killed/died.  Chinese culture stagnated for thous	720826478	JAKEO	MomsKookin	432	0	12489	280	5631	wikiki beach	4/23/14 RIP #LLE Eddie Rodriguez you will be missed #EndTheFed #LibertarianNationalism #SocasteeTribe	2012-07-27 20:33:42	1104106551151779840	2019-03-08 19:48:09	765	Muslims took tens of millions of black and white slaves, most of them killed/died.  Chinese culture stagnated for t https://t.co/OiR1QP1Xsi	313038011	
1104350793447153665	2019-03-09 11:58:41	0	RT @StefanMolyneux: Muslims took tens of millions of black and white slaves, most of them killed/died.  Chinese culture stagnated for thous	988532892883148810	Dwight Mannsburden	DwightManburden	530	2	24402	600	25402			2018-04-23 21:39:42	1104106551151779840	2019-03-08 19:48:09	631	Muslims took tens of millions of black and white slaves, most of them killed/died.  Chinese culture stagnated for t https://t.co/OiR1QP1Xsi	313038011	
1104228336509710336	2019-03-09 03:52:05	0	RT @StefanMolyneux: Muslims took tens of millions of black and white slaves, most of them killed/died.  Chinese culture stagnated for thous	16219150	jakdwak	jakdwak	38	1	3980	271	484			2008-09-10 10:33:43	1104106551151779840	2019-03-08 19:48:09	508	Muslims took tens of millions of black and white slaves, most of them killed/died.  Chinese culture stagnated for t https://t.co/OiR1QP1Xsi	313038011	
1104227451419287553	2019-03-09 03:48:34	0	RT @StefanMolyneux: Muslims took tens of millions of black and white slaves, most of them killed/died.  Chinese culture stagnated for thous	49084125	MK	whatsdascoop	133	2	10141	396	40910			2009-06-20 18:58:43	1104106551151779840	2019-03-08 19:48:09	506	Muslims took tens of millions of black and white slaves, most of them killed/died.  Chinese culture stagnated for t https://t.co/OiR1QP1Xsi	313038011	
1104223362220384256	2019-03-09 03:32:19	0	RT @StefanMolyneux: Muslims took tens of millions of black and white slaves, most of them killed/died.  Chinese culture stagnated for thous	2582314950	Rhiannon	Rhianno18150672	909	2	24433	921	51094			2014-06-22 14:37:12	1104106551151779840	2019-03-08 19:48:09	498	Muslims took tens of millions of black and white slaves, most of them killed/died.  Chinese culture stagnated for t https://t.co/OiR1QP1Xsi	313038011	
