id	created_at	retweet_count	text	user_id	user_name	user_screen_name	user_followers_count	user_listed_count	user_statuses_count	user_friends_count	user_favourites_count	user_location	user_desc	user_created_at	retweeted_status_id	retweeted_status_created_at	retweeted_status_retweet_count	retweeted_status_text	retweeted_status_user_id
1068803837023186944	2018-12-01 09:47:46	0	RT @Wuzhen__China: With a history of about 1000 years, Chinese Round Fan is one of the most elegant symbols of  Chinese culture. Hold a Rou	266121208	Nikita	kcinrucs	158	7	1693	237	774	Abuja, Nigeria	perfection attained by arrested development i.e in my prime a vampire bit me  https://play.google.com/store/search?q=Shrybe&hl=en	2011-03-14 18:03:36	1068785277953396736	2018-12-01 08:34:01	1	With a history of about 1000 years, Chinese Round Fan is one of the most elegant symbols of  Chinese culture. Hold https://t.co/XpAbuiSSrY	853527137835470848	
1068827688574623744	2018-12-01 11:22:33	0	#SaturdayMotivation Are U into #ChineseCulture #Taijiquan #BaguaZhang  #martialarts? #Read The Tao of Kung Fu for t https://t.co/gx80Z2aJMm	958406113	Chessfu	MrChessfu	180	52	12268	127	510	mothership	Student of Chinese Internal Martial Arts, Chess player,  US Army -Retired 3rd ACR, Chicagoian White Sox, Da Bears, Da Bulls, Can't stand the  Cubs, Southern U.	2012-11-19 20:11:58						
1068785277953396736	2018-12-01 08:34:01	0	With a history of about 1000 years, Chinese Round Fan is one of the most elegant symbols of  Chinese culture. Hold https://t.co/XpAbuiSSrY	853527137835470848	Wuzhen China	Wuzhen__China	16641	8	462	20	131	Wuzhen, Zhejiang, China	Wuzhen, a 1300-year-old water town, is a national 5A scenic area and one of Chinas top ten historical & cultural towns.	2017-04-16 08:35:02						
1068813994968764416	2018-12-01 10:28:08	0	[Trivia] Like the rest of her team, Tenten's character seems to draw inspiration from Chinese culture.	1313150640	 1010	Tenten_NIRP	87	2	98693	22	27		{ [V] #RP @NarutoIndo_RP }  9March #TeamGuy #NIRPFamily	2013-03-29 09:14:57						
1068756973217349632	2018-12-01 06:41:33	0	Just found out about the Chinese culture have a  jade disc with a hole in the middle and it's called 'Bi' which mea https://t.co/hpaSXRPESX	188906405	Hannah the Hobgoblin	yoshigal00	107	0	2459	894	12568	United States		2010-09-09 21:52:38						
1069598072953393152	2018-12-03 14:23:47	0	in this house we support chinese culture! https://t.co/lXaPo3TDzs	920319465446785024	juan pinned markhyuck au! 	WINKHYUCK	482	24	10443	396	14644	w1 nct izone	thankyou, for being so beautiful, for filling up my empty heart with you. youre the one who makes me live. # | # | #	2017-10-17 16:03:54						
1069541476219142145	2018-12-03 10:38:53	0	RT @Wuzhen__China: With a history of about 1000 years, Chinese Round Fan is one of the most elegant symbols of  Chinese culture. Hold a Rou	1020343582094512133	Despicable Bryan	BryanAmour	708	0	4853	430	6084	Kisumu, Kenya	Introvert|Bedsitter tenant|	2018-07-20 16:24:01	1068785277953396736	2018-12-01 08:34:01	5	With a history of about 1000 years, Chinese Round Fan is one of the most elegant symbols of  Chinese culture. Hold https://t.co/XpAbuiSSrY	853527137835470848	
1069571784184406017	2018-12-03 12:39:19	0	RT @MoutaiGlobal: The Gourd-shaped Gold Jug, in Chinese culture, the gourd symbolizes wealth and good luck, so people often wear gourd-shap	790446811026714624	Abdulmajiidz	Abdullmajiidz	245	1	6879	152	8829	Katsina, Nigeria	Act genuinely, speak kindly and live patiently	2016-10-24 06:56:20	1064396617036423168	2018-11-19 05:55:03	3	The Gourd-shaped Gold Jug, in Chinese culture, the gourd symbolizes wealth and good luck, so people often wear gour https://t.co/GAE3xOzvD1	2827240044	
1069559632971161602	2018-12-03 11:51:02	0	RT @SteelBonnetDuke: You'd be ethnically British. You would never be Chinese  Culture is a product of the racial stock that created it. You	148344534	Deanna	dcrow_baby	662	1	14242	345	45042		Can't think of anything smart ass enough. Will get back to you.	2010-05-26 13:24:27	1069310628190404609	2018-12-02 19:21:35	65	You'd be ethnically British. You would never be Chinese  Culture is a product of the racial stock that created it. https://t.co/yxfD70blnY	2860964548	
1070055138654609409	2018-12-04 20:40:00	0	@DuncanDaHusky ... I cant think of anything smart-assy to say to this, partly because in Chinese culture were re https://t.co/sgNCiNiIyX	95586990	Pork Buns @MFF	Nyil_Hegedu	1254	12	20232	158	4980		Illustrator | Art director | Fiddle player | Standup comedian | Fat fur | Gainer | Nerd | They/Them | icon by @Samael101	2009-12-09 05:44:24						
1070252587167825921	2018-12-05 09:44:35	0	RT @GNICOS7: So much enthusiasm, focus &amp; determination in the room as our Ss attempted the Diabolo @HarcourtPS @janholt07 #chinese #culture	718739709665480704	Harcourt P.S	HarcourtPS	479	13	729	126	4542	Campsie, Sydney	The official Twitter page of Harcourt Public School, NSW Australia.	2016-04-09 09:57:55	1070249224380379137	2018-12-05 09:31:14	2	So much enthusiasm, focus &amp; determination in the room as our Ss attempted the Diabolo @HarcourtPS @janholt07 https://t.co/ypUPaLHpOo	2645160049	
1070211927278706688	2018-12-05 07:03:01	0	@CarlZha @neet_telemachus Sure it seems absurd now but chinese culture and religion is syncretic and has a long his https://t.co/6t5u6F2uJo	2228931733	supernova samsara	samsaragon	90	5	2289	424	2884	The Six Realms		2013-12-03 22:20:37						
1070261474671673344	2018-12-05 10:19:54	0	RT @PEKAirport: Its time for vacation! Beijing Capital International Airport welcomes you to Beijing to get a glimpse of Chinese culture!	1069275663356620800	James Holdgate	holdgate_james	0	0	27	20	0			2018-12-02 17:02:39	1065837849436516352	2018-11-23 05:22:00	25	Its time for vacation! Beijing Capital International Airport welcomes you to Beijing to get a glimpse of Chinese c https://t.co/PBOmPVf7Bp	1045537250962857984	
1070266155070156802	2018-12-05 10:38:30	0	RT @mybIuedesert: In Vixx MV, The costumes, the dance , parts of the instrumentals and the mv aesthetics are inspired by Chinese culture no	378342857	Starlight-	MeeStarlight_	355	4	14561	284	24687	Yogyakarta	~OTAKU~ StarLightPinkPandaEXO-LReveLuv || Writer || Eng-Indo/Indo-Eng Translator || New writer at Wp, ffn, aff ||	2011-09-23 01:37:43	1070017877539983360	2018-12-04 18:11:56	7	In Vixx MV, The costumes, the dance , parts of the instrumentals and the mv aesthetics are inspired by Chinese cult https://t.co/yAJHF8jKwj	851742722922876928	
1070280860400799744	2018-12-05 11:36:56	0	This is a beautiful video about Chinese culture (related to chopsticks) https://t.co/E4AaKNsTTD	388668609	Becky Morales	kidworldcitizen	18008	487	18076	14511	3638	Mrida, Yucatn	#ESL #Spanish Teacher, Speaker, 5 kids. Language Latte Podcaster. #geography #familytravel #globaled #empathy #edtech CoAuthor of http://GlobalEdToolkit.com	2011-10-11 04:14:53						
1070179245513760768	2018-12-05 04:53:09	0	RT @hyatttst: As Winter Solstice is a particularly important celebration in Chinese culture, arranging a hearty family dinner is an ideal w	160569360	Carolina Travel Girl	miffSC	3119	87	36894	1086	30190	http://about.me/miffsc	Susan DeBruhl...native South Carolinian...Lover of life. people, dogs and cats...Traveler, teacher, life long learner...Goal: Live long enough to see it all.	2010-06-28 14:59:35	1069949775422795776	2018-12-04 13:41:19	1	As Winter Solstice is a particularly important celebration in Chinese culture, arranging a hearty family dinner is https://t.co/pozjk0LsgB	3090470769	
1070386782943043584	2018-12-05 18:37:50	0	We are taking the best from Chinese culture... just bought a bamboo steamer...also at home healthy steamed food https://t.co/FyFMR1lAm0	40454616	little_simon	simotor	73	0	930	490	38		amo i dettagli delle cose...i dettagli cambiano tutto	2009-05-16 12:23:57						
1070141924323942400	2018-12-05 02:24:51	0	RT @OnePerfectShot: The original Shang-Chi comics were informed by a perspective of Chinese culture that wasnt authentic. The movie won't	116991627		HaxenHammer	974	20	34683	1340	3279		( ) *  / 	2010-02-24 05:48:04	1070141710519492608	2018-12-05 02:24:00	1	The original Shang-Chi comics were informed by a perspective of Chinese culture that wasnt authentic. The movie wo https://t.co/NRTrs9NWOn	2172922045	
1070382278650589185	2018-12-05 18:19:56	0	wish like. chinese culture wasnt obliterated by war and class seperation and the communist revolution and that it w https://t.co/tDc83u1pKb	3042981695	ro 	peachtimes_	265	18	38158	193	79221	they/them	 @beibifaibu 	2015-02-17 16:45:50						
1069809194444955648	2018-12-04 04:22:42	0	RT @abranscombe2: Giveaway! Enter today to win a signed copy of my award-winning kids book on Chinese culture! Details below. One quarter o	18118838	mmoia	mmoia	2026	5	21782	5001	7159	Weston, FL	I'm not good with computers...	2008-12-14 16:57:47	1069705378651267072	2018-12-03 21:30:11	6	Giveaway! Enter today to win a signed copy of my award-winning kids book on Chinese culture! Details below. One qua https://t.co/cvxOItUA0N	2863112880	
1069748904940457985	2018-12-04 00:23:08	0	RT @TuttleBooks: Day 8 of 12 Days of Giveaways!  Win a copy of 'All About China'an interactive introduction to Chinese culture for kidssi	2296607773	Andrea Miller	AndreaMillerSun	1483	59	1871	402	1134		Editor at Lion's Roar magazine & author of the children's books The Day the Buddha Woke Up (@WisdomPubs) & My First Book of Canadian Birds (@NimbusPub).	2014-01-17 18:51:28	1069606906203959302	2018-12-03 14:58:53	1	Day 8 of 12 Days of Giveaways!  Win a copy of 'All About China'an interactive introduction to Chinese culture for https://t.co/sR5plENLWK	730798262	
1069846271861633024	2018-12-04 06:50:02	0	A huge misunderstanding about Chinese culture? In Search of the True Dao https://t.co/nt8cJ6tYup #China #dao https://t.co/gZ4F6HQqWV	16963724	Milo Jones	Inveniam	791	47	3119	574	776		Visiting Professor, @IEBusiness School | Geopolitics and strategy in the Digital Age | Member @IISS_org & @AFIO	2008-10-25 07:08:00						
1070397919466016768	2018-12-05 19:22:05	0	@jennafarmeruk Nanjing, it's for work so probably not a lot of sightseeing time but still experience some real Chinese culture and food!	464615686	L & M 	TheCSIgirls	4548	124	39354	2380	14118	Wales, United Kingdom	2 friends blogging life since 2012!   Food, Beauty, Travel, Lifestyle.  Cruelty free Going green   Next: Majorca  thecsigirls@outlook.com	2012-01-15 12:41:25						
1070310552088518656	2018-12-05 13:34:55	0	RT @kidworldcitizen: This is a beautiful video about Chinese culture (related to chopsticks) https://t.co/E4AaKNsTTD	47427169	Therise Edwards	Teshley1	21	1	675	36	618			2009-06-15 19:57:11	1070280860400799744	2018-12-05 11:36:56	3	This is a beautiful video about Chinese culture (related to chopsticks) https://t.co/E4AaKNsTTD	388668609	
1070283586656497665	2018-12-05 11:47:46	0	RT @kidworldcitizen: This is a beautiful video about Chinese culture (related to chopsticks) https://t.co/E4AaKNsTTD	50745903	Amanda Kelso	atkelso	609	70	2958	1035	3820		International educator tweeting about the world & global learning, global education, and study abroad, w/forays into the arts.	2009-06-25 19:42:31	1070280860400799744	2018-12-05 11:36:56	1	This is a beautiful video about Chinese culture (related to chopsticks) https://t.co/E4AaKNsTTD	388668609	
1070458271025119234	2018-12-05 23:21:54	0	@joseph_sadik @KyleKashuv @davidhogg111 @DLoesch I don't know Chinese culture. And it's not my opinion. Those menta https://t.co/WzDsXojrTk	969338554902917120	Magnus Linusson	infinitemagnus1	50	0	386	765	174	Parker, CO	Don't worry, it's only in your mind	2018-03-01 22:28:15						
1070693844268826624	2018-12-06 14:57:59	0	RT @Hello_Teacher_: No matter how informed you are about the world, or how much you #travel, Chinese #culture will still surprise you. Spit	1047254491022614528	Fiona Bruce	FionaBr32954806	0	0	60	2	75			2018-10-02 22:38:22	1069177422929551365	2018-12-02 10:32:16	1	No matter how informed you are about the world, or how much you #travel, Chinese #culture will still surprise you. https://t.co/voebAe0IQj	1906697814	
1070780157525397507	2018-12-06 20:40:58	0	Our volunteers were helping the local GCSE students learn Chinese and spread our Chinese culture on Language Day. L https://t.co/f4ATPgHZAX	4092674717	USSU Chinese Society	USSUChineseSoc	51	1	173	64	261	Guildford, England	Chinese Society at @UniOfSurrey    Since late 2015 Member of @SurreyUnion  A non-profit, non-political, non-religious volunteer group.	2015-11-01 21:25:38						
1070927819360878592	2018-12-07 06:27:43	0	even the act of leaving the table is seen as a lack of thick skin because in traditional chinese culture, communi https://t.co/IRUBKlu7oK	26680848	alexis	steppinlazer	789	38	45316	1310	44993	sulking in the ether 	get in loser, we're going writing	2009-03-26 03:40:07						
1070908722598166528	2018-12-07 05:11:50	0	RT @PEKAirport: Its time for vacation! Beijing Capital International Airport welcomes you to Beijing to get a glimpse of Chinese culture!	707413952976687104	Holland Yang Shi Jun	holland_jun	197	2	2071	2680	9026	Newark, NJ	Start of 2022 MSG Devils Sports Journalist	2016-03-09 03:53:24	1065837849436516352	2018-11-23 05:22:00	31	Its time for vacation! Beijing Capital International Airport welcomes you to Beijing to get a glimpse of Chinese c https://t.co/PBOmPVf7Bp	1045537250962857984	
1070815101605855239	2018-12-06 22:59:49	0	RT @USSUChineseSoc: Our volunteers were helping the local GCSE students learn Chinese and spread our Chinese culture on Language Day. Lets	3354867892	Guildford Mayoralty	Mayor_Guildford	1006	13	6923	240	6176	Guildford, England	Mayor Mike Parsons and deputy Mayor Richard https://t.co/N8NjoiwitT show engagements we attend. All views are our own. Theme: Volunteering, for the people, by the people.	2015-07-02 10:19:22	1070780157525397507	2018-12-06 20:40:58	1	Our volunteers were helping the local GCSE students learn Chinese and spread our Chinese culture on Language Day. L https://t.co/f4ATPgHZAX	4092674717	
1071031676086693888	2018-12-07 13:20:25	0	#FridayFeeIing Are U into #ChineseCulture #Taijiquan #BaguaZhang  #martialarts? #Read The Tao of Kung Fu for the in https://t.co/a3RhV3iIpO	958406113	Chessfu	MrChessfu	179	52	12675	126	520	mothership	Student of Chinese Internal Martial Arts, Chess player,  US Army -Retired 3rd ACR, Chicagoian White Sox, Da Bears, Da Bulls, Can't stand the  Cubs, Southern U.	2012-11-19 20:11:58						
1071137677217546243	2018-12-07 20:21:37	0	RT @joannachiu: Wow, Meng's defense lawyer David Martin just explained the doctrine of face in Chinese culture to the judge to argue that	1069262417497137159	Estrader2019	estrader2019	29	0	16	165	0		ES Day Trader - Market Profile/Trend follower	2018-12-02 16:10:01	1071134790244425728	2018-12-07 20:10:09	15	Wow, Meng's defense lawyer David Martin just explained the doctrine of face in Chinese culture to the judge to ar https://t.co/aaiArhaA2B	98077302	
1071124867876036609	2018-12-07 19:30:43	0	RT @ChinaDaily: Is Chinas cultural heritage still relevant today? What is the most distinguishing feature of Chinese culture? Jean-Marie G	1062241480050466816	Pretty Rose .!x	prettyrose_uk	18	0	635	35	0		I just retweet tweets.	2018-11-13 07:11:19	1071124688598917120	2018-12-07 19:30:00	2	Is Chinas cultural heritage still relevant today? What is the most distinguishing feature of Chinese culture? Jean https://t.co/KSjMduaqbc	87775422	
1071208279836024832	2018-12-08 01:02:10	0	RT @joannachiu: Wow, Meng's defense lawyer David Martin just explained the doctrine of face in Chinese culture to the judge to argue that	106951999	PostHumus	mhsbc	768	11	25027	2005	16036	NKG		2010-01-21 04:50:32	1071134790244425728	2018-12-07 20:10:09	55	Wow, Meng's defense lawyer David Martin just explained the doctrine of face in Chinese culture to the judge to ar https://t.co/aaiArhaA2B	98077302	
1071149609983062016	2018-12-07 21:09:02	0	RT @joannachiu: Wow, Meng's defense lawyer David Martin just explained the doctrine of face in Chinese culture to the judge to argue that	2565321288	Dexter Roberts	dtiffroberts	8415	379	18655	1135	4243	Beijing	Reporting from China since 1995. Previous: Bloomberg Businessweek China Bureau chief. Native of Missoula, Montana	2014-06-13 13:46:25	1071134790244425728	2018-12-07 20:10:09	28	Wow, Meng's defense lawyer David Martin just explained the doctrine of face in Chinese culture to the judge to ar https://t.co/aaiArhaA2B	98077302	
1071227456449929217	2018-12-08 02:18:22	0	RT @officialmcafee: This is one principle that will be given, a half century from now, for how the Chinese culture took over the World. We	414419558	DannyBReal	DannyBReal	454	62	8136	1091	10706	Estonia	Libertarian, Voluntaryist, Unreasonable Enterpreneur, Cryptoluminati	2011-11-17 01:20:28	1071216486264553472	2018-12-08 01:34:47	43	This is one principle that will be given, a half century from now, for how the Chinese culture took over the World. https://t.co/FnCpqNYxVs	961445378	
1071017493618155523	2018-12-07 12:24:03	0	RT @MoutaiGlobal: The Gourd-shaped Gold Jug, in Chinese culture, the gourd symbolizes wealth and good luck, so people often wear gourd-shap	1035984802309128192	nanakusi	nanakusi_2020	55	0	914	21	913	Accra, Ghana	An actor musician and a journalist	2018-09-01 20:16:39	1064396617036423168	2018-11-19 05:55:03	15	The Gourd-shaped Gold Jug, in Chinese culture, the gourd symbolizes wealth and good luck, so people often wear gour https://t.co/GAE3xOzvD1	2827240044	
1071218798949101568	2018-12-08 01:43:58	0	RT @officialmcafee: This is one principle that will be given, a half century from now, for how the Chinese culture took over the World. We	944702890031038465	JB Daniel R	bikratbok	40	0	1235	99	2322	Thailand	Born Thai, raised in Sweden, married with an indian and now living in sunny Thailand with my lovely family.	2017-12-23 22:54:55	1071216486264553472	2018-12-08 01:34:47	25	This is one principle that will be given, a half century from now, for how the Chinese culture took over the World. https://t.co/FnCpqNYxVs	961445378	
1071209978801745921	2018-12-08 01:08:55	0	RT @elnoel29: Chinese culture is amazing, they will still give you ang pow even when they couldn't make it for the wedding reception. @mand	909753597457342464	Goh poh Lin	13gpl	4	0	10	68	2		Do it or never	2017-09-18 12:18:54	1070198492377706496	2018-12-05 06:09:38	5	Chinese culture is amazing, they will still give you ang pow even when they couldn't make it for the wedding reception. @mandarinjer	243107827	
1071216899210600449	2018-12-08 01:36:25	0	RT officialmcafee: This is one principle that will be given, a half century from now, for how the Chinese culture t https://t.co/pXjQyLxgBI	889711361290383361	BitZen 	TheBitZen	3185	24	7316	739	417		Passionate Crypto Warrior, Trader, Music Producer, Developer. Self-Mastery Junky. Blockchain = answer. YouTube Channel: http://yt.vu/+coindrgn  #crypto #bitcoin	2017-07-25 04:58:13						
1071217889200480257	2018-12-08 01:40:21	0	RT @officialmcafee: This is one principle that will be given, a half century from now, for how the Chinese culture took over the World. We	822550178209165313	The Real Gabagool	Real_Gabagool	205	2	7806	385	200	On a sandwich		2017-01-20 21:03:39	1071216486264553472	2018-12-08 01:34:47	17	This is one principle that will be given, a half century from now, for how the Chinese culture took over the World. https://t.co/FnCpqNYxVs	961445378	
1070874958883110919	2018-12-07 02:57:40	0	RT @MoutaiGlobal: The Gourd-shaped Gold Jug, in Chinese culture, the gourd symbolizes wealth and good luck, so people often wear gourd-shap	1047929641095389184	Thug Lyf	ThugLyf13	1560	0	6880	331	4443			2018-10-04 19:21:10	1064396617036423168	2018-11-19 05:55:03	10	The Gourd-shaped Gold Jug, in Chinese culture, the gourd symbolizes wealth and good luck, so people often wear gour https://t.co/GAE3xOzvD1	2827240044	
1070565871708336128	2018-12-06 06:29:28	0	@XTinaTaft @ecduga @emrazz True.  Worse still, we must deal with the Chinese culture.  I was already slammed for us https://t.co/6dhtCVVg2W	234682302	Bill Williams	LionMyth	547	28	37402	1627	46515			2011-01-06 08:49:11						
1071176285634756609	2018-12-07 22:55:02	0	RT @joannachiu: Wow, Meng's defense lawyer David Martin just explained the doctrine of face in Chinese culture to the judge to argue that	471853765	Donald Duck	tangpei689	82	0	5661	341	474	United States	Don't ask for anything, be free all your life.	2012-01-23 09:59:12	1071134790244425728	2018-12-07 20:10:09	48	Wow, Meng's defense lawyer David Martin just explained the doctrine of face in Chinese culture to the judge to ar https://t.co/aaiArhaA2B	98077302	
1071173735669878784	2018-12-07 22:44:54	0	RT @joannachiu: Wow, Meng's defense lawyer David Martin just explained the doctrine of face in Chinese culture to the judge to argue that	99574641	Manjeet S. Pardesi	manjeetsp	1314	34	7159	2110	1456	Wellington City, New Zealand	Senior Lecturer in IR (Historical IR, Rivalries, Great Powers, Asia, India); Managing Editor, Asian Security; Usual caveats; foodie; astronomy & genetics nerd	2009-12-26 21:04:26	1071134790244425728	2018-12-07 20:10:09	47	Wow, Meng's defense lawyer David Martin just explained the doctrine of face in Chinese culture to the judge to ar https://t.co/aaiArhaA2B	98077302	
1070971705634447360	2018-12-07 09:22:06	0	#goHenan Tourism Ambassador of Henan is WANTED! Are you a fervent fan of Chinese culture or Kung Fu AND a travelhol https://t.co/riIGOsh0fv	943033177282551809	Discover Henan	DiscoverHenan	30950	7	512	83	654	Henan	Here you can find the beauty of Henan,China.	2017-12-19 08:20:04						
1071216899298492416	2018-12-08 01:36:25	0	RT @officialmcafee: This is one principle that will be given, a half century from now, for how the Chinese culture took over the World. We	889927242335350784	The Tactful Saboteur 	_Baldanders_	203	0	17679	623	15950	Shithole USA aka San Jose	Where is the weapon with which I enforce your bondage? You give it to me every time you time you open your mouth.	2017-07-25 19:16:03	1071216486264553472	2018-12-08 01:34:47	8	This is one principle that will be given, a half century from now, for how the Chinese culture took over the World. https://t.co/FnCpqNYxVs	961445378	
1071230639033237504	2018-12-08 02:31:01	0	RT @officialmcafee: This is one principle that will be given, a half century from now, for how the Chinese culture took over the World. We	936383365892231168	somebody3830	somebody3830_2	54	0	1223	162	3321		my follows/likes/retweets do not imply endorsement	2017-11-30 23:56:06	1071216486264553472	2018-12-08 01:34:47	50	This is one principle that will be given, a half century from now, for how the Chinese culture took over the World. https://t.co/FnCpqNYxVs	961445378	
