id	created_at	retweet_count	text	user_id	user_name	user_screen_name	user_followers_count	user_listed_count	user_statuses_count	user_friends_count	user_favourites_count	user_location	user_desc	user_created_at	retweeted_status_id	retweeted_status_created_at	retweeted_status_retweet_count	retweeted_status_text	retweeted_status_user_id
948188378956054528	2018-01-02 13:45:00	0	RT @layshands: 180102 CCTV Chinese culture show Letters China MC posted a vid of the show's ad in Xidan, Beijing. Tomorrow the ad will appe	128470416	midorigift	midorigift	51	1	27986	288	3539	Thailand	Thai Elf // Choi Siwon  // Zhang Yixing // Ten // 	2010-04-01 06:16:06	948185385821200386	2018-01-02 13:33:07	32	180102 CCTV Chinese culture show Letters China MC posted a vid of the show's ad in Xidan, Beijing. Tomorrow the ad https://t.co/gaCPgo8m2W	3662792594	
948188693621329920	2018-01-02 13:46:15	0	RT @layshands: 180102 CCTV Chinese culture show Letters China MC posted a vid of the show's ad in Xidan, Beijing. Tomorrow the ad will appe	842011234488745984	 ia bc travelling	wildberrytae	1259	6	6097	617	7028	bts iu zyx	kim taehyung, a legend. #CGV #TATA #	2017-03-15 13:54:56	948185385821200386	2018-01-02 13:33:07	34	180102 CCTV Chinese culture show Letters China MC posted a vid of the show's ad in Xidan, Beijing. Tomorrow the ad https://t.co/gaCPgo8m2W	3662792594	
948202241294417920	2018-01-02 14:40:05	0	RT @layshands: 180102 CCTV Chinese culture show Letters China MC posted a vid of the show's ad in Xidan, Beijing. Tomorrow the ad will appe	118599990	Ao_Chintara	OHE_OHA	13	1	6109	169	852			2010-03-01 05:27:43	948185385821200386	2018-01-02 13:33:07	65	180102 CCTV Chinese culture show Letters China MC posted a vid of the show's ad in Xidan, Beijing. Tomorrow the ad https://t.co/gaCPgo8m2W	3662792594	
948197308709113856	2018-01-02 14:20:29	0	RT @layshands: 180102 CCTV Chinese culture show Letters China MC posted a vid of the show's ad in Xidan, Beijing. Tomorrow the ad will appe	921010320503689218		myeveryxing	571	3	7411	576	7017	     #DM	{#weloverazl}. ddd  co no 29/08/2008.  razl  pan	2017-10-19 13:49:06	948185385821200386	2018-01-02 13:33:07	58	180102 CCTV Chinese culture show Letters China MC posted a vid of the show's ad in Xidan, Beijing. Tomorrow the ad https://t.co/gaCPgo8m2W	3662792594	
948261170883985408	2018-01-02 18:34:15	0	RT @layshands: 180102 CCTV Chinese culture show Letters China MC posted a vid of the show's ad in Xidan, Beijing. Tomorrow the ad will appe	216593033	IWANTFOR CHRISTMASISUinmybednakedYIXING	GreeciiaZY10	510	4	29813	2022	17342	Tamaulipas, Mxico	lay biased ot9,chanbaek, only EXO*SLO EXO* slo ONLY EXOEXO Los humanos son vulnerables porque son capaces de ser heridos Patch Cipriano - Hush Hush.	2010-11-17 05:15:24	948185385821200386	2018-01-02 13:33:07	85	180102 CCTV Chinese culture show Letters China MC posted a vid of the show's ad in Xidan, Beijing. Tomorrow the ad https://t.co/gaCPgo8m2W	3662792594	
948075929728888832	2018-01-02 06:18:10	0	RT @visitlauderdale: Enjoy Chinese culture, art &amp; cuisine @LanternFests The Wild in #Lauderhill #hellosunny https://t.co/IQn1rKQJiU Now-2	302647517	Fort Lauderdale Eatz	FortLaudEatz	15004	682	110084	945	11	Fort Lauderdale, FL	Restaurants, bars, concerts, clubs and other happenings in Broward/South Palm Beach. For Miami check out: @Miami_Eatz Contact: Tweetz4Eatz@aol.com #payitforward	2011-05-21 14:44:24	947982043547361280	2018-01-02 00:05:06	1	Enjoy Chinese culture, art &amp; cuisine @LanternFests The Wild in #Lauderhill #hellosunny https://t.co/IQn1rKQJiU Now-2/15	21439271	
948218800410738688	2018-01-02 15:45:53	0	RT @layshands: 180102 CCTV Chinese culture show Letters China MC posted a vid of the show's ad in Xidan, Beijing. Tomorrow the ad will appe	754525888247660544	rdfxing1004	koreanviolet74	27	1	15911	186	674	Indonesia	Violet addicted.. EXO L - BOICE - XINGMI Don't disturb my family and don't touch my fans. They're precious to me  -Zhang Yixing-	2016-07-17 03:59:24	948185385821200386	2018-01-02 13:33:07	75	180102 CCTV Chinese culture show Letters China MC posted a vid of the show's ad in Xidan, Beijing. Tomorrow the ad https://t.co/gaCPgo8m2W	3662792594	
948161858225127424	2018-01-02 11:59:37	0	RT @shanghaiist: In Chinese culture, people born during the year of dog are believed to inherit some of the animals... https://t.co/RSBVop	248663098		jijianzhuyicc	64	2	5104	107	857		Keep improving, updating, upgrading. There is no problem I can't solve if I SET MY MIND TO DO. Be wiser and more simple every other time.	2011-02-07 13:29:58	947980801903415296	2018-01-02 00:00:10	3	In Chinese culture, people born during the year of dog are believed to inherit some of the animals... https://t.co/RSBVopXWLa	3203731	
948212986870513665	2018-01-02 15:22:47	0	RT @layshands: 180102 CCTV Chinese culture show Letters China MC posted a vid of the show's ad in Xidan, Beijing. Tomorrow the ad will appe	696987176928587776	Goodbye Christmas	GiftLatPit	252	11	142100	234	74139	Thailand	 Xing Mi-Xing Baby-Xing Pao Pei-X'back- L  Love and support My #Lay #ZhangYixing #EXO We are one #AllLay but #HunLay is the best for me SM Stan	2016-02-09 09:21:07	948185385821200386	2018-01-02 13:33:07	73	180102 CCTV Chinese culture show Letters China MC posted a vid of the show's ad in Xidan, Beijing. Tomorrow the ad https://t.co/gaCPgo8m2W	3662792594	
948386769308979200	2018-01-03 02:53:20	0	RT @layshands: 180102 CCTV Chinese culture show Letters China MC posted a vid of the show's ad in Xidan, Beijing. Tomorrow the ad will appe	874427584993521664		DiaryYixing	265	3	3707	235	35	ExoPlanet	 Kim Junmyeon,  07.16	2017-06-13 00:45:57	948185385821200386	2018-01-02 13:33:07	101	180102 CCTV Chinese culture show Letters China MC posted a vid of the show's ad in Xidan, Beijing. Tomorrow the ad https://t.co/gaCPgo8m2W	3662792594	
948428246810468352	2018-01-03 05:38:09	0	RT @layshands: 180102 CCTV Chinese culture show Letters China MC posted a vid of the show's ad in Xidan, Beijing. Tomorrow the ad will appe	752113659522920449	MALINEE  	asnmaok	205	1	96417	351	122630		#cHaNbAeK      #Yixing     #EXO T9         	2016-07-10 12:14:04	948185385821200386	2018-01-02 13:33:07	112	180102 CCTV Chinese culture show Letters China MC posted a vid of the show's ad in Xidan, Beijing. Tomorrow the ad https://t.co/gaCPgo8m2W	3662792594	
948185614863630337	2018-01-02 13:34:01	0	RT @layshands: 180102 CCTV Chinese culture show Letters China MC posted a vid of the show's ad in Xidan, Beijing. Tomorrow the ad will appe	2382164713	shiera //  pinned tweet; unfollow spree	shishiera	622	2	13894	200	653	GMT +7	 exo-l  ot9/ot12   	2014-03-10 13:35:59	948185385821200386	2018-01-02 13:33:07	3	180102 CCTV Chinese culture show Letters China MC posted a vid of the show's ad in Xidan, Beijing. Tomorrow the ad https://t.co/gaCPgo8m2W	3662792594	
948185673873244160	2018-01-02 13:34:15	0	RT @layshands: 180102 CCTV Chinese culture show Letters China MC posted a vid of the show's ad in Xidan, Beijing. Tomorrow the ad will appe	3234937573		2_Suxing	14	0	2994	152	3230	 	  :)	2015-06-03 08:53:31	948185385821200386	2018-01-02 13:33:07	5	180102 CCTV Chinese culture show Letters China MC posted a vid of the show's ad in Xidan, Beijing. Tomorrow the ad https://t.co/gaCPgo8m2W	3662792594	
947788266232799232	2018-01-01 11:15:06	0	Have a taste of the Chinese culture with Canton   https://t.co/hier6uWbdZ  #Cantonksa #Food #OLO #Online #Delivery https://t.co/mqQCBqkJCy	912282253635571712	OLO App KSA	olo_app_ksa	28	0	38	86	3	Kingdom of Saudi Arabia	OLO is your Food Discovery and On-Line-Ordering mobile application. It is packed with innovative and smart technology-driven features; simple and easy to use.	2017-09-25 11:46:53						
947859491025928193	2018-01-01 15:58:07	0	[Trivia] Like the rest of her team, Tenten's character seems to draw inspiration from Chinese culture.	1313150640	 1010	Tenten_NIRP	90	2	82735	23	27		{ [V] #RP @NarutoIndo_RP }  9March #TeamGuy #NIRPFamily	2013-03-29 09:14:57						
947799164926222336	2018-01-01 11:58:24	0	RT @criscuolo_m: Happy 2018! 8 A very important number for Chinese culture	1954625887	Stefano Zapponini	sszappo	211	31	1646	392	294			2013-10-11 16:47:09	947635059963645954	2018-01-01 01:06:19	1	Happy 2018! 8 A very important number for Chinese culture	937263451	
948194691039686659	2018-01-02 14:10:05	0	RT @layshands: 180102 CCTV Chinese culture show Letters China MC posted a vid of the show's ad in Xidan, Beijing. Tomorrow the ad will appe	841624288503382016	Luv10Xing	Luv10Xing	1287	144	2138	58	311	worldwide	ZYX  Plz  do not cut my logo and do not re-edit.	2017-03-14 12:17:21	948185385821200386	2018-01-02 13:33:07	54	180102 CCTV Chinese culture show Letters China MC posted a vid of the show's ad in Xidan, Beijing. Tomorrow the ad https://t.co/gaCPgo8m2W	3662792594	
948429581224108032	2018-01-03 05:43:27	0	RT @layshands: 180102 CCTV Chinese culture show Letters China MC posted a vid of the show's ad in Xidan, Beijing. Tomorrow the ad will appe	747499129752850432	Mi	TheXingMiLyfe	324	4	7937	153	6761	Yixing's Winter Special Gift	The real C position is not about standing in the middle of a pic. It's u always believing 'I can'. We come barefooted but we never leave empty-handed. - ZYX	2016-06-27 18:37:35	948185385821200386	2018-01-02 13:33:07	125	180102 CCTV Chinese culture show Letters China MC posted a vid of the show's ad in Xidan, Beijing. Tomorrow the ad https://t.co/gaCPgo8m2W	3662792594	
